1,1,1,1,,*,,A10015
1,1,1,1,,*,,A10046
1,1,1,1,,*,,A10063
1,1,1,1,,*,,A1007
1,1,1,1,,*,,A10075
1,1,1,1,,*,,A10079
1,1,1,1,,*,,A10090
1,1,1,1,,*,,A10120
1,1,1,1,,*,,A10151
1,1,1,1,,*,,A10152
1,1,1,1,,*,,A10193
1,1,1,1,,*,,A10205
1,1,1,1,,*,,A10211
1,1,1,1,,*,,A10212
1,1,1,1,,*,,A10242
1,1,1,1,,*,,A10250
1,1,1,1,,*,,A10263
1,1,1,1,,*,,A10304
1,1,1,1,,*,,A10305
1,1,1,1,,*,,A10319
1,1,1,1,,*,,A10325
1,1,1,1,,*,,A10397
1,1,1,1,,*,,A10401
1,1,1,1,,*,,A10409
1,1,1,1,,*,,A10413
1,1,1,1,,*,,A10425
1,1,1,1,,*,,A10426
1,1,1,1,,*,,A10432
1,1,1,1,,*,,A10442
1,1,1,1,,*,,A10456
1,1,1,1,,*,,A10477
1,1,1,1,,*,,A10488
1,1,1,1,,*,,A10506
1,1,1,1,,*,,A10512
1,1,1,1,,*,,A10547
1,1,1,1,,*,,A10553
1,1,1,1,,*,,A10558
1,1,1,1,,*,,A10581
1,1,1,1,,*,,A1059
1,1,1,1,,*,,A10649
1,1,1,1,,*,,A10683
1,1,1,1,,*,,A10734
1,1,1,1,,*,,A10755
1,1,1,1,,*,,A10806
1,1,1,1,,*,,A10816
1,1,1,1,,*,,A10821
1,1,1,1,,*,,A10836
1,1,1,1,,*,,A10858
1,1,1,1,,*,,A10884
1,1,1,1,,*,,A10887
1,1,1,1,,*,,A10894
1,1,1,1,,*,,A10927
1,1,1,1,,*,,A1093
1,1,1,1,,*,,A11001
1,1,1,1,,*,,A11006
1,1,1,1,,*,,A11011
1,1,1,1,,*,,A11062
1,1,1,1,,*,,A11078
1,1,1,1,,*,,A11124
1,1,1,1,,*,,A11143
1,1,1,1,,*,,A11148
1,1,1,1,,*,,A11179
1,1,1,1,,*,,A1120
1,1,1,1,,*,,A11207
1,1,1,1,,*,,A11210
1,1,1,1,,*,,A11258
1,1,1,1,,*,,A11262
1,1,1,1,,*,,A11268
1,1,1,1,,*,,A11269
1,1,1,1,,*,,A11291
1,1,1,1,,*,,A11302
1,1,1,1,,*,,A11312
1,1,1,1,,*,,A11322
1,1,1,1,,*,,A11323
1,1,1,1,,*,,A11351
1,1,1,1,,*,,A11353
1,1,1,1,,*,,A11365
1,1,1,1,,*,,A1137
1,1,1,1,,*,,A11377
1,1,1,1,,*,,A11444
1,1,1,1,,*,,A11463
1,1,1,1,,*,,A11466
1,1,1,1,,*,,A11475
1,1,1,1,,*,,A11517
1,1,1,1,,*,,A11525
1,1,1,1,,*,,A11531
1,1,1,1,,*,,A11537
1,1,1,1,,*,,A11540
1,1,1,1,,*,,A11551
1,1,1,1,,*,,A11554
1,1,1,1,,*,,A11565
1,1,1,1,,*,,A11567
1,1,1,1,,*,,A11599
1,1,1,1,,*,,A11619
1,1,1,1,,*,,A11624
1,1,1,1,,*,,A11636
1,1,1,1,,*,,A11648
1,1,1,1,,*,,A11661
1,1,1,1,,*,,A11717
1,1,1,1,,*,,A11718
1,1,1,1,,*,,A11728
1,1,1,1,,*,,A11748
1,1,1,1,,*,,A11770
1,1,1,1,,*,,A11782
1,1,1,1,,*,,A11792
1,1,1,1,,*,,A11799
1,1,1,1,,*,,A1182
1,1,1,1,,*,,A11820
1,1,1,1,,*,,A11829
1,1,1,1,,*,,A1183
1,1,1,1,,*,,A11864
1,1,1,1,,*,,A11875
1,1,1,1,,*,,A11884
1,1,1,1,,*,,A11891
1,1,1,1,,*,,A11894
1,1,1,1,,*,,A11921
1,1,1,1,,*,,A11949
1,1,1,1,,*,,A11969
1,1,1,1,,*,,A1204
1,1,1,1,,*,,A1205
1,1,1,1,,*,,A12052
1,1,1,1,,*,,A1206
1,1,1,1,,*,,A12066
1,1,1,1,,*,,A12075
1,1,1,1,,*,,A12083
1,1,1,1,,*,,A12085
1,1,1,1,,*,,A12108
1,1,1,1,,*,,A12115
1,1,1,1,,*,,A12123
1,1,1,1,,*,,A1213
1,1,1,1,,*,,A12142
1,1,1,1,,*,,A12144
1,1,1,1,,*,,A12163
1,1,1,1,,*,,A12183
1,1,1,1,,*,,A12201
1,1,1,1,,*,,A12220
1,1,1,1,,*,,A12228
1,1,1,1,,*,,A1223
1,1,1,1,,*,,A12234
1,1,1,1,,*,,A12260
1,1,1,1,,*,,A12266
1,1,1,1,,*,,A12267
1,1,1,1,,*,,A12286
1,1,1,1,,*,,A12292
1,1,1,1,,*,,A12312
1,1,1,1,,*,,A12332
1,1,1,1,,*,,A12337
1,1,1,1,,*,,A12343
1,1,1,1,,*,,A1235
1,1,1,1,,*,,A12354
1,1,1,1,,*,,A12369
1,1,1,1,,*,,A12376
1,1,1,1,,*,,A1238
1,1,1,1,,*,,A12380
1,1,1,1,,*,,A12403
1,1,1,1,,*,,A12412
1,1,1,1,,*,,A12422
1,1,1,1,,*,,A12442
1,1,1,1,,*,,A12515
1,1,1,1,,*,,A1252
1,1,1,1,,*,,A12545
1,1,1,1,,*,,A12571
1,1,1,1,,*,,A12590
1,1,1,1,,*,,A12599
1,1,1,1,,*,,A126
1,1,1,1,,*,,A12602
1,1,1,1,,*,,A12619
1,1,1,1,,*,,A12633
1,1,1,1,,*,,A12656
1,1,1,1,,*,,A12661
1,1,1,1,,*,,A12672
1,1,1,1,,*,,A1268
1,1,1,1,,*,,A12689
1,1,1,1,,*,,A12713
1,1,1,1,,*,,A12717
1,1,1,1,,*,,A12721
1,1,1,1,,*,,A1274
1,1,1,1,,*,,A1275
1,1,1,1,,*,,A12765
1,1,1,1,,*,,A12817
1,1,1,1,,*,,A12827
1,1,1,1,,*,,A12846
1,1,1,1,,*,,A12861
1,1,1,1,,*,,A12867
1,1,1,1,,*,,A1289
1,1,1,1,,*,,A12898
1,1,1,1,,*,,A12913
1,1,1,1,,*,,A12946
1,1,1,1,,*,,A12954
1,1,1,1,,*,,A1300
1,1,1,1,,*,,A13011
1,1,1,1,,*,,A13034
1,1,1,1,,*,,A13046
1,1,1,1,,*,,A13114
1,1,1,1,,*,,A13159
1,1,1,1,,*,,A13179
1,1,1,1,,*,,A13212
1,1,1,1,,*,,A13220
1,1,1,1,,*,,A13234
1,1,1,1,,*,,A13295
1,1,1,1,,*,,A133
1,1,1,1,,*,,A13318
1,1,1,1,,*,,A13342
1,1,1,1,,*,,A13390
1,1,1,1,,*,,A13391
1,1,1,1,,*,,A1340
1,1,1,1,,*,,A13404
1,1,1,1,,*,,A13408
1,1,1,1,,*,,A1342
1,1,1,1,,*,,A13424
1,1,1,1,,*,,A13425
1,1,1,1,,*,,A1343
1,1,1,1,,*,,A13436
1,1,1,1,,*,,A13442
1,1,1,1,,*,,A1356
1,1,1,1,,*,,A13594
1,1,1,1,,*,,A13616
1,1,1,1,,*,,A13702
1,1,1,1,,*,,A13714
1,1,1,1,,*,,A13733
1,1,1,1,,*,,A13747
1,1,1,1,,*,,A13756
1,1,1,1,,*,,A1381
1,1,1,1,,*,,A13829
1,1,1,1,,*,,A13831
1,1,1,1,,*,,A13837
1,1,1,1,,*,,A1385
1,1,1,1,,*,,A1388
1,1,1,1,,*,,A13880
1,1,1,1,,*,,A13887
1,1,1,1,,*,,A13889
1,1,1,1,,*,,A13895
1,1,1,1,,*,,A13913
1,1,1,1,,*,,A13979
1,1,1,1,,*,,A1400
1,1,1,1,,*,,A14033
1,1,1,1,,*,,A14048
1,1,1,1,,*,,A1406
1,1,1,1,,*,,A14065
1,1,1,1,,*,,A14068
1,1,1,1,,*,,A14072
1,1,1,1,,*,,A14073
1,1,1,1,,*,,A14083
1,1,1,1,,*,,A14107
1,1,1,1,,*,,A14109
1,1,1,1,,*,,A14113
1,1,1,1,,*,,A1414
1,1,1,1,,*,,A14156
1,1,1,1,,*,,A14163
1,1,1,1,,*,,A14169
1,1,1,1,,*,,A14195
1,1,1,1,,*,,A14198
1,1,1,1,,*,,A1420
1,1,1,1,,*,,A14222
1,1,1,1,,*,,A14243
1,1,1,1,,*,,A14266
1,1,1,1,,*,,A14267
1,1,1,1,,*,,A14301
1,1,1,1,,*,,A14318
1,1,1,1,,*,,A14326
1,1,1,1,,*,,A14355
1,1,1,1,,*,,A14395
1,1,1,1,,*,,A14482
1,1,1,1,,*,,A14513
1,1,1,1,,*,,A14535
1,1,1,1,,*,,A14538
1,1,1,1,,*,,A1456
1,1,1,1,,*,,A14570
1,1,1,1,,*,,A1460
1,1,1,1,,*,,A14614
1,1,1,1,,*,,A14624
1,1,1,1,,*,,A14640
1,1,1,1,,*,,A14652
1,1,1,1,,*,,A14663
1,1,1,1,,*,,A1470
1,1,1,1,,*,,A14702
1,1,1,1,,*,,A14716
1,1,1,1,,*,,A14717
1,1,1,1,,*,,A14743
1,1,1,1,,*,,A1477
1,1,1,1,,*,,A14782
1,1,1,1,,*,,A14787
1,1,1,1,,*,,A14789
1,1,1,1,,*,,A1479
1,1,1,1,,*,,A14811
1,1,1,1,,*,,A14813
1,1,1,1,,*,,A14843
1,1,1,1,,*,,A14846
1,1,1,1,,*,,A14848
1,1,1,1,,*,,A14849
1,1,1,1,,*,,A14862
1,1,1,1,,*,,A14868
1,1,1,1,,*,,A14886
1,1,1,1,,*,,A14920
1,1,1,1,,*,,A14932
1,1,1,1,,*,,A14956
1,1,1,1,,*,,A1497
1,1,1,1,,*,,A14980
1,1,1,1,,*,,A150
1,1,1,1,,*,,A1504
1,1,1,1,,*,,A15041
1,1,1,1,,*,,A15052
1,1,1,1,,*,,A15055
1,1,1,1,,*,,A15062
1,1,1,1,,*,,A1508
1,1,1,1,,*,,A15162
1,1,1,1,,*,,A1518
1,1,1,1,,*,,A15188
1,1,1,1,,*,,A15191
1,1,1,1,,*,,A15194
1,1,1,1,,*,,A1522
1,1,1,1,,*,,A15225
1,1,1,1,,*,,A15234
1,1,1,1,,*,,A15241
1,1,1,1,,*,,A15243
1,1,1,1,,*,,A15249
1,1,1,1,,*,,A15273
1,1,1,1,,*,,A15281
1,1,1,1,,*,,A15282
1,1,1,1,,*,,A15299
1,1,1,1,,*,,A15306
1,1,1,1,,*,,A15318
