0.0,0.0,0.0,25,461,408,449,451,*,143
0.0,0.0,0.0,461,408,449,451,353,*,485,325,343,499,372
0.19999999999999996,0.19999999999999996,0.1428571428571428,266,147,25,461,408,*,511,147,314
0.4,0.4,0.2857142857142857,408,449,451,353,325,*,461,451,451,353,402
0.0,0.0,0.0,66,372,375,471,471,*,161
0.0,0.0,0.0,17,436,427,372,375,*,234,24,446,413
0.0,0.0,0.0,266,147,400,25,461,*,372,66,270,469,105
0.0,0.0,0.0,461,408,449,451,353,*,485,17,436,150,150
0.0,0.0,0.0,25,461,408,449,451,*,508
0.0,0.0,0.0,66,66,66,508,82,*,211,571
0.0,0.0,0.0,66,66,508,82,254,*,112,60,558,234
0.0,0.0,0.0,375,375,248,375,375,*,8,237,188,211,475
0.19999999999999996,0.19999999999999996,0.125,461,408,449,451,353,*,25,494,449,449,246
0.0,0.0,0.0,508,82,254,511,266,*,147,400,408,479,427
0.0,0.0,0.0,25,461,408,449,451,*,149,401,26,462,462
0.0,0.0,0.11111111111111116,461,408,449,451,353,*,353,196,150,5,211
0.0,0.0,0.0,25,461,408,449,451,*,400,26,81,462,24
0.0,0.0,0.0,25,461,408,449,451,*,17
0.0,0.0,0.0,451,353,325,402,111,*,196,150,270,128,24
0.4,0.4,0.4,25,461,408,449,451,*,25,449,449
0.0,0.0,0.0,517,372,375,22,516,*,433,17,436,246,141
0.0,0.0,0.0,25,461,408,449,451,*,551,350
0.0,0.0,0.0,25,461,408,449,451,*,17
0.0,0.0,0.0,25,461,408,449,451,*,81,196,421,269,199
0.0,0.0,0.125,266,147,461,408,17,*,25,408,343,343,499
0.0,0.0,0.11111111111111116,471,505,66,111,104,*,505,119,458,437,239
0.0,0.0,0.11111111111111116,147,25,461,408,449,*,449,353,80,246,18
0.0,0.0,0.0,25,461,408,449,451,*,267,105,151,23,90
0.0,0.0,0.0,461,408,449,451,353,*,462,196,262,403,324
0.0,0.0,0.0,25,461,408,449,451,*,353,80,258
0.0,0.0,0.0,147,25,461,408,449,*,17
0.0,0.0,0.0,262,325,402,246,469,*,27,368
0.19999999999999996,0.19999999999999996,0.11111111111111116,266,147,25,461,408,*,266,449,353,27,151
0.0,0.0,0.0,25,461,408,449,451,*,469
0.0,0.0,0.0,25,461,408,449,451,*,402,469
0.0,0.0,0.0,66,266,17,436,427,*,197
0.0,0.0,0.25,461,408,449,451,353,*,408,353,262,246,427
0.0,0.0,0.0,147,25,461,408,449,*,402,80,258
0.0,0.0,0.0,408,449,451,353,325,*,343,372,260
0.0,0.0,0.0,511,266,147,25,461,*,105,151,197,372,311
0.0,0.0,0.125,104,446,372,239,22,*,231,104,420,343,343
0.19999999999999996,0.19999999999999996,0.4285714285714286,22,375,93,94,471,*,22,238,355,375,93
0.0,0.0,0.0,25,461,408,449,451,*,262,557,550
0.0,0.0,0.0,511,266,147,25,461,*,226
0.0,0.0,0.0,461,408,449,451,353,*,196,270,469,24,344
0.0,0.0,0.125,147,25,461,408,449,*,483,461,415,415,373
0.0,0.0,0.0,25,461,408,449,451,*,353,353,148,325,469
0.0,0.0,0.0,375,22,375,93,94,*,465
