1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.0,0.0,0.0,449,451,353,*,372
0.33333333333333337,0.33333333333333337,0.25,402,246,111,*,402,372
0.33333333333333337,0.33333333333333337,0.19999999999999996,408,449,451,*,408,325,343
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
0.0,0.0,0.0,325,402,246,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
0.0,0.0,0.19999999999999996,104,372,375,*,372,303,22
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
0.33333333333333337,0.33333333333333337,0.19999999999999996,436,262,402,*,436,150,8
0.6666666666666667,0.6666666666666667,0.5,451,353,69,*,451,353,196
1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,451,353,17,*,451,353,17
0.0,0.0,0.19999999999999996,105,23,372,*,372,303,22
0.0,0.0,0.0,449,451,353,*,372
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
0.0,0.0,0.19999999999999996,427,372,191,*,372,375,22
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
0.33333333333333337,0.33333333333333337,0.25,402,246,469,*,402,372
0.33333333333333337,0.33333333333333337,0.19999999999999996,408,449,451,*,408,196,267
1.0,1.0,1.0,353,17,436,*,353,17,436
0.33333333333333337,0.33333333333333337,0.19999999999999996,408,449,451,*,408,196,267
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.0,0.0,0.19999999999999996,17,436,267,*,196,267,403
0.0,0.0,0.0,449,451,353,*,372
0.33333333333333337,0.33333333333333337,0.25,402,246,105,*,402,372
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.0,0.0,0.0,449,451,353,*,372
1.0,1.0,1.0,451,353,17,*,451,353,17
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.0,0.0,0.0,325,402,246,*,17,436,427
0.0,0.0,0.0,325,402,246,*,196,267,403
0.33333333333333337,0.33333333333333337,0.19999999999999996,408,449,451,*,408,196,267
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,196,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
0.0,0.0,0.0,449,451,353,*,372
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
1.0,1.0,1.0,353,17,436,*,353,17,436
0.0,0.0,0.0,449,451,353,*,372
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.0,0.0,0.0,449,451,353,*,372
0.0,0.0,0.0,402,111,105,*,409,246,245
0.0,0.0,0.0,325,402,246,*,196,267,403
1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
1.0,1.0,1.0,353,17,436,*,353,17,436
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,25,461,408,*,25,461,408
0.6666666666666667,0.6666666666666667,0.5,17,436,325,*,17,436,427
0.6666666666666667,0.6666666666666667,0.5,451,353,17,*,451,353,196
0.0,0.0,0.19999999999999996,320,450,262,*,450,69,372
1.0,1.0,1.0,353,17,436,*,353,17,436
1.0,1.0,1.0,353,17,436,*,353,17,436
