0.0,0.0,0.0,246,111,*,234,372
0.0,0.0,0.0,469,105,*,234,372
0.0,0.0,0.0,246,111,*,247,469
0.0,0.0,0.0,104,372,*,327
0.0,0.0,0.0,436,325,*,17
0.0,0.0,0.0,469,105,*,110,18
0.0,0.0,0.0,246,469,*,324,427
0.0,0.0,0.33333333333333326,461,408,*,408,325
0.0,0.0,0.0,105,23,*,27,368
0.0,0.0,0.0,350,69,*,246,257
0.0,0.0,0.0,22,375,*,455,471
0.0,0.0,0.0,111,105,*,270,270
0.5,0.5,0.33333333333333326,451,353,*,451,262
0.0,0.0,0.0,246,469,*,496,105
0.0,0.0,0.0,105,23,*,343,197
0.0,0.0,0.0,246,105,*,235,324
0.0,0.0,0.0,112,246,*,517,24
0.0,0.0,0.0,153,66,*,382,313
0.0,0.0,0.0,246,111,*,403
0.0,0.0,0.33333333333333326,375,212,*,458,375
0.0,0.0,0.0,246,111,*,112,112
0.0,0.0,0.0,112,246,*,372,8
0.0,0.0,0.33333333333333326,246,111,*,111,243
0.0,0.0,0.33333333333333326,372,4,*,343,372
0.0,0.0,0.33333333333333326,436,325,*,17,436
0.0,0.0,0.0,246,469,*,343,197
0.0,0.0,0.0,111,469,*,246,326
0.0,0.0,0.0,246,111,*,372,210
0.0,0.0,0.0,402,246,*,473,427
0.0,0.0,0.0,355,471,*,375,500
0.0,0.0,0.0,325,402,*,267,421
0.0,0.0,0.0,246,105,*,343,499
0.0,0.0,0.0,246,469,*,310,310
0.5,0.5,0.33333333333333326,4,9,*,123,9
0.0,0.0,0.0,111,105,*,469,104
0.0,0.0,0.0,402,246,*,473,27
0.0,0.0,0.0,372,475,*,552,420
0.0,0.0,0.0,436,325,*,17,17
0.0,0.0,0.0,277,123,*,278,5
0.0,0.0,0.0,246,469,*,111,517
0.5,0.5,0.33333333333333326,436,325,*,436,310
0.0,0.0,0.0,469,105,*,60,517
0.0,0.0,0.0,402,246,*,197,372
0.0,0.0,0.0,246,111,*,146,372
0.0,0.0,0.0,22,212,*,549,211
0.0,0.0,0.0,246,111,*,479,517
0.0,0.0,0.0,246,469,*,289,245
0.0,0.0,0.0,427,372,*,386,220
0.0,0.0,0.0,191,66,*,161,119
0.0,0.0,0.0,325,402,*,421,262
0.0,0.0,0.0,375,22,*,484,384
0.0,0.0,0.0,461,408,*,353,148
0.0,0.0,0.0,62,499,*,104,365
0.0,0.0,0.0,111,469,*,319,372
0.0,0.0,0.0,353,80,*,473,473
0.0,0.0,0.0,471,66,*,160
0.0,0.0,0.0,469,105,*,496,235
0.0,0.0,0.0,22,471,*,15,4
0.0,0.0,0.0,325,402,*,427,104
0.0,0.0,0.0,402,246,*,151,446
0.0,0.0,0.0,22,375,*,493,472
0.0,0.0,0.0,111,469,*,324,225
0.0,0.0,0.0,372,191,*,50,343
0.0,0.0,0.0,372,375,*,197
0.5,0.5,0.33333333333333326,23,104,*,368,104
0.5,0.5,0.33333333333333326,436,325,*,436,421
0.0,0.0,0.0,110,18,*,270,288
0.0,0.0,0.0,469,105,*,247,60
0.0,0.0,0.0,402,246,*,427,231
0.0,0.0,0.0,105,23,*,427,197
0.0,0.0,0.0,246,111,*,197
0.0,0.0,0.0,246,110,*,23,372
0.0,0.0,0.0,325,402,*,270,324
0.0,0.0,0.0,111,469,*,372,194
0.5,0.5,0.33333333333333326,436,196,*,436,402
0.0,0.0,0.0,403,246,*,267,23
0.0,0.0,0.0,325,402,*,469,517
0.0,0.0,0.0,111,105,*,151,274
0.0,0.0,0.0,69,433,*,325,104
0.0,0.0,0.0,471,471,*,375,493
0.0,0.0,0.0,105,23,*,150,479
0.0,0.0,0.0,325,402,*,199,105
0.5,0.5,0.33333333333333326,372,239,*,372,355
0.0,0.0,0.0,375,22,*,108
0.0,0.0,0.33333333333333326,246,111,*,410,246
0.0,0.0,0.0,402,246,*,319
1.0,1.0,1.0,82,254,*,82,254
0.0,0.0,0.0,111,469,*,247,324
0.0,0.0,0.0,111,105,*,27,420
0.0,0.0,0.0,246,111,*,150,90
0.0,0.0,0.0,402,246,*,403,434
0.0,0.0,0.0,246,111,*,310,310
0.0,0.0,0.0,246,111,*,99,469
0.0,0.0,0.0,471,375,*,277,9
0.0,0.0,0.0,147,147,*,353,353
0.0,0.0,0.0,353,69,*,262,479
0.0,0.0,0.0,111,105,*,246,30
0.0,0.0,0.0,153,375,*,188,97
0.0,0.0,0.0,402,246,*,23,23
0.0,0.0,0.0,247,111,*,289
0.0,0.0,0.0,246,496,*,234,105
0.0,0.0,0.0,402,151,*,469,105
0.0,0.0,0.0,112,246,*,428,372
