1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,17,*,17
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,402,*,402
1.0,1.0,1.0,408,*,408
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,353,*,353
0.0,0.0,0.0,325,*,17
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
0.0,0.0,0.0,104,*,372
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,436,*,436
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,451,*,451
0.0,0.0,0.0,105,*,372
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
0.0,0.0,0.0,427,*,372
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,402,*,402
1.0,1.0,1.0,408,*,408
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,408,*,408
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,17,*,17
0.0,0.0,0.0,17,*,196
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,402,*,402
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,17,*,17
0.0,0.0,0.0,325,*,17
0.0,0.0,0.0,325,*,196
1.0,1.0,1.0,408,*,408
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,353,*,353
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,353,*,353
0.0,0.0,0.0,449,*,372
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
0.0,0.0,0.0,449,*,372
0.0,0.0,0.0,402,*,409
0.0,0.0,0.0,325,*,196
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,451,*,451
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,25,*,25
1.0,1.0,1.0,17,*,17
1.0,1.0,1.0,451,*,451
0.0,0.0,0.0,320,*,450
1.0,1.0,1.0,353,*,353
1.0,1.0,1.0,353,*,353
