0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,114,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,114,144,*,252,205
0.4444444444444444,0.4444444444444444,0.36363636363636365,229,246,247,194,114,175,226,140,60,*,229,114,175,226,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,114,*,252,229,205,207
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,114,*,252,229,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,175,*,252,229,205,207
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,114,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,114,144,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,175,*,252,229,205,207
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,114,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.33333333333333337,0.33333333333333337,0.25,229,246,247,194,175,226,140,60,58,*,229,114,175,226,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,175,*,252,229,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,175,*,252,229,205,207
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,144,175,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.11111111111111116,0.11111111111111116,0.09999999999999998,252,229,246,247,194,14,239,175,226,*,252,205
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,114,*,252,229,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,114,*,252,229,205,207
0.0,0.0,0.0,81,19,252,229,246,247,194,14,239,*,205,207
0.2222222222222222,0.2222222222222222,0.18181818181818188,19,252,229,246,247,194,14,239,114,*,252,229,205,207
0.11111111111111116,0.11111111111111116,0.06666666666666665,81,19,252,229,246,247,194,14,239,*,81,168,205,134,249,271,261
