0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.19999999999999996,229,246,247,*,229,114,175
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.19999999999999996,229,246,247,*,229,114,175
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.25,252,229,246,*,252,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.0,0.0,0.0,81,19,252,*,205,207
0.33333333333333337,0.33333333333333337,0.5,19,252,229,*,252,229,205
0.33333333333333337,0.33333333333333337,0.19999999999999996,81,19,252,*,81,168,205
