0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,114,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,114,*,252,205
0.375,0.375,0.4,229,246,247,194,114,175,226,140,*,229,114,175,226,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,114,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,114,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,114,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.375,0.375,0.2727272727272727,229,246,247,194,175,226,140,60,*,229,114,175,226,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,144,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.125,0.125,0.11111111111111116,252,229,246,247,194,14,239,175,*,252,205
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.0,0.0,0.0,81,19,252,229,246,247,194,14,*,205,207
0.25,0.25,0.19999999999999996,19,252,229,246,247,194,14,239,*,252,229,205,207
0.125,0.125,0.0714285714285714,81,19,252,229,246,247,194,14,*,81,168,205,134,249,271,261
