0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,114,175,226,140,60,58,17,234,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.16666666666666663,14,239,144,175,226,140,60,257,58,17,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.16666666666666663,14,239,114,144,175,226,140,257,58,17,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.2727272727272727,175,226,140,60,58,17,57,205,134,16,*,175,226,205,207
0.30000000000000004,0.30000000000000004,0.23076923076923084,194,14,239,114,175,226,140,60,58,17,*,194,14,239,234,205,207
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,144,175,226,140,257,58,17,234,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.2727272727272727,14,239,175,226,140,60,58,17,234,57,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.23076923076923084,194,14,239,114,175,226,140,60,58,17,*,194,14,239,234,205,207
0.30000000000000004,0.30000000000000004,0.33333333333333326,194,14,239,175,226,140,60,58,17,234,*,194,14,239,234,205,207
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,144,175,226,140,257,58,17,234,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,114,175,226,140,60,58,17,234,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.2727272727272727,14,239,175,226,140,60,58,17,234,57,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.16666666666666663,14,239,114,144,175,226,140,257,58,17,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.16666666666666663,14,239,175,226,140,59,15,117,58,17,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.33333333333333326,194,14,239,175,226,140,257,58,17,234,*,194,14,239,234,205,207
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,144,175,226,140,257,58,17,234,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.2727272727272727,14,239,175,226,140,60,58,17,234,57,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,114,175,226,140,60,58,17,234,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,144,175,226,140,257,58,17,234,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.18181818181818188,226,140,60,58,17,57,205,263,134,16,*,226,205,207
0.30000000000000004,0.30000000000000004,0.33333333333333326,194,14,239,175,226,140,60,58,17,234,*,194,14,239,234,205,207
0.4,0.4,0.4545454545454546,194,14,239,175,226,140,58,17,234,205,*,194,14,239,234,205,207
0.19999999999999996,0.19999999999999996,0.2727272727272727,14,239,144,175,226,140,257,58,17,234,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.2727272727272727,14,239,175,226,140,60,58,17,234,57,*,14,239,234,205
0.4,0.4,0.4,14,239,175,226,140,58,17,234,205,263,*,14,239,234,205
0.30000000000000004,0.30000000000000004,0.23076923076923084,194,14,239,114,144,175,226,140,257,58,*,194,14,239,234,205,207
0.30000000000000004,0.30000000000000004,0.23076923076923084,194,14,239,114,144,175,226,140,60,257,*,194,14,239,234,205,207
0.4,0.4,0.2857142857142857,247,194,14,239,144,175,226,140,257,58,*,247,194,14,239,82,234,205,207
0.30000000000000004,0.30000000000000004,0.25,194,14,239,114,175,226,140,275,275,60,*,194,14,239,234,205,207
0.7,0.7,0.6666666666666666,247,194,14,239,175,226,140,60,58,17,*,247,194,14,239,144,226,140,60,257,58
