0.5,0.5,0.33333333333333326,14,239,114,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,114,144,*,14,239,234,205
0.5,0.5,0.33333333333333326,175,226,140,60,*,175,226,205,207
0.75,0.75,0.6,194,14,239,114,*,194,14,239,234
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.75,0.75,0.6,194,14,239,114,*,194,14,239,234
0.75,0.75,0.6,194,14,239,175,*,194,14,239,234
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,114,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,114,144,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.75,0.75,0.6,194,14,239,175,*,194,14,239,234
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,114,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.25,0.25,0.16666666666666663,226,140,60,58,*,226,205,207
0.75,0.75,0.6,194,14,239,175,*,194,14,239,234
0.75,0.75,0.6,194,14,239,175,*,194,14,239,234
0.5,0.5,0.33333333333333326,14,239,144,175,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.5,0.5,0.33333333333333326,14,239,175,226,*,14,239,234,205
0.75,0.75,0.6,194,14,239,114,*,194,14,239,234
0.75,0.75,0.6,194,14,239,114,*,194,14,239,234
1.0,1.0,1.0,247,194,14,239,*,247,194,14,239
0.75,0.75,0.6,194,14,239,114,*,194,14,239,234
1.0,1.0,1.0,247,194,14,239,*,247,194,14,239
