0.4,0.4,0.2857142857142857,14,239,114,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,114,144,175,*,14,239,234,205
0.4,0.4,0.2857142857142857,175,226,140,60,58,*,175,226,205,207
0.6,0.6,0.4285714285714286,194,14,239,114,175,*,194,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,114,175,*,194,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,175,226,*,194,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,114,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,114,144,175,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,175,226,*,194,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,114,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.19999999999999996,0.19999999999999996,0.1428571428571428,226,140,60,58,17,*,226,205,207
0.6,0.6,0.4285714285714286,194,14,239,175,226,*,194,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,175,226,*,194,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,144,175,226,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.4,0.4,0.2857142857142857,14,239,175,226,140,*,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,114,144,*,194,14,239,234,205
0.6,0.6,0.4285714285714286,194,14,239,114,144,*,194,14,239,234,205
0.8,0.8,0.6666666666666666,247,194,14,239,144,*,247,194,14,239,82
0.6,0.6,0.4285714285714286,194,14,239,114,175,*,194,14,239,234,205
0.8,0.8,0.6666666666666666,247,194,14,239,175,*,247,194,14,239,144
