0.33333333333333337,0.33333333333333337,0.25,14,239,114,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,114,144,175,226,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,175,226,140,60,58,17,*,175,226,205,207
0.5,0.5,0.33333333333333326,194,14,239,114,175,226,*,194,14,239,234,205,207
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,60,*,14,239,234,205
0.5,0.5,0.33333333333333326,194,14,239,114,175,226,*,194,14,239,234,205,207
0.5,0.5,0.33333333333333326,194,14,239,175,226,140,*,194,14,239,234,205,207
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,114,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,60,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,114,144,175,226,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,59,*,14,239,234,205
0.5,0.5,0.33333333333333326,194,14,239,175,226,140,*,194,14,239,234,205,207
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,60,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,114,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.16666666666666663,0.16666666666666663,0.125,226,140,60,58,17,57,*,226,205,207
0.5,0.5,0.33333333333333326,194,14,239,175,226,140,*,194,14,239,234,205,207
0.5,0.5,0.33333333333333326,194,14,239,175,226,140,*,194,14,239,234,205,207
0.33333333333333337,0.33333333333333337,0.25,14,239,144,175,226,140,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,60,*,14,239,234,205
0.33333333333333337,0.33333333333333337,0.25,14,239,175,226,140,58,*,14,239,234,205
0.5,0.5,0.33333333333333326,194,14,239,114,144,175,*,194,14,239,234,205,207
0.5,0.5,0.33333333333333326,194,14,239,114,144,175,*,194,14,239,234,205,207
0.6666666666666667,0.6666666666666667,0.5,247,194,14,239,144,175,*,247,194,14,239,82,234
0.5,0.5,0.33333333333333326,194,14,239,114,175,226,*,194,14,239,234,205,207
0.8333333333333334,0.8333333333333334,0.7142857142857143,247,194,14,239,175,226,*,247,194,14,239,144,226
