0.0,0.0,0.0,53,*,154
0.0,0.0,0.0,207,*,147
0.0,0.0,0.0,53,*,227
1.0,1.0,1.0,44,*,44
0.0,0.0,0.0,53,*,256
0.0,0.0,0.0,53,*,40
0.0,0.0,0.0,27,*,241
0.0,0.0,0.0,47,*,28
0.0,0.0,0.0,241,*,182
0.0,0.0,0.0,40,*,189
0.0,0.0,0.0,66,*,56
0.0,0.0,0.0,40,*,26
0.0,0.0,0.0,44,*,36
0.0,0.0,0.0,44,*,117
0.0,0.0,0.0,242,*,119
0.0,0.0,0.0,245,*,55
0.0,0.0,0.0,53,*,127
0.0,0.0,0.0,208,*,221
0.0,0.0,0.0,53,*,50
1.0,1.0,1.0,244,*,244
0.0,0.0,0.0,66,*,245
0.0,0.0,0.0,178,*,224
0.0,0.0,0.0,46,*,42
0.0,0.0,0.0,53,*,227
0.0,0.0,0.0,61,*,255
0.0,0.0,0.0,242,*,190
0.0,0.0,0.0,241,*,282
0.0,0.0,0.0,160,*,9
0.0,0.0,0.0,40,*,225
0.0,0.0,0.0,244,*,245
0.0,0.0,0.0,66,*,282
0.0,0.0,0.0,241,*,48
0.0,0.0,0.0,197,*,53
0.0,0.0,0.0,241,*,25
0.0,0.0,0.0,49,*,44
0.0,0.0,0.0,282,*,47
0.0,0.0,0.0,25,*,96
0.0,0.0,0.0,53,*,30
0.0,0.0,0.0,64,*,75
0.0,0.0,0.0,202,*,53
0.0,0.0,0.0,246,*,245
0.0,0.0,0.0,78,*,72
0.0,0.0,0.0,282,*,177
0.0,0.0,0.0,30,*,49
0.0,0.0,0.0,47,*,85
0.0,0.0,0.0,44,*,227
0.0,0.0,0.0,35,*,38
0.0,0.0,0.0,46,*,31
0.0,0.0,0.0,207,*,147
0.0,0.0,0.0,243,*,30
0.0,0.0,0.0,282,*,41
0.0,0.0,0.0,66,*,189
0.0,0.0,0.0,53,*,131
0.0,0.0,0.0,30,*,35
0.0,0.0,0.0,207,*,209
0.0,0.0,0.0,227,*,47
0.0,0.0,0.0,36,*,245
0.0,0.0,0.0,40,*,202
0.0,0.0,0.0,44,*,189
0.0,0.0,0.0,30,*,56
0.0,0.0,0.0,242,*,61
0.0,0.0,0.0,49,*,362
0.0,0.0,0.0,40,*,85
0.0,0.0,0.0,47,*,268
0.0,0.0,0.0,38,*,42
0.0,0.0,0.0,66,*,61
0.0,0.0,0.0,53,*,362
0.0,0.0,0.0,53,*,71
0.0,0.0,0.0,53,*,282
0.0,0.0,0.0,246,*,47
0.0,0.0,0.0,46,*,245
0.0,0.0,0.0,48,*,55
0.0,0.0,0.0,189,*,275
1.0,1.0,1.0,206,*,206
0.0,0.0,0.0,209,*,248
0.0,0.0,0.0,61,*,242
0.0,0.0,0.0,189,*,114
0.0,0.0,0.0,53,*,228
0.0,0.0,0.0,47,*,245
0.0,0.0,0.0,177,*,44
0.0,0.0,0.0,53,*,47
0.0,0.0,0.0,35,*,25
1.0,1.0,1.0,53,*,53
0.0,0.0,0.0,61,*,190
0.0,0.0,0.0,53,*,72
0.0,0.0,0.0,53,*,69
0.0,0.0,0.0,207,*,210
0.0,0.0,0.0,78,*,227
1.0,1.0,1.0,242,*,242
1.0,1.0,1.0,216,*,216
0.0,0.0,0.0,30,*,85
0.0,0.0,0.0,202,*,53
0.0,0.0,0.0,49,*,44
0.0,0.0,0.0,207,*,147
0.0,0.0,0.0,45,*,36
0.0,0.0,0.0,53,*,72
0.0,0.0,0.0,282,*,36
0.0,0.0,0.0,44,*,209
0.0,0.0,0.0,282,*,248
0.0,0.0,0.0,40,*,180
0.0,0.0,0.0,188,*,35
0.0,0.0,0.0,53,*,121
0.0,0.0,0.0,48,*,31
1.0,1.0,1.0,53,*,53
0.0,0.0,0.0,53,*,225
0.0,0.0,0.0,189,*,39
0.0,0.0,0.0,53,*,202
0.0,0.0,0.0,30,*,202
0.0,0.0,0.0,282,*,55
0.0,0.0,0.0,35,*,38
0.0,0.0,0.0,61,*,189
0.0,0.0,0.0,241,*,44
0.0,0.0,0.0,218,*,85
0.0,0.0,0.0,53,*,71
0.0,0.0,0.0,241,*,111
0.0,0.0,0.0,282,*,56
0.0,0.0,0.0,362,*,74
0.0,0.0,0.0,197,*,201
1.0,1.0,1.0,30,*,30
0.0,0.0,0.0,241,*,55
0.0,0.0,0.0,242,*,41
0.0,0.0,0.0,189,*,115
0.0,0.0,0.0,53,*,25
0.0,0.0,0.0,44,*,28
0.0,0.0,0.0,44,*,27
0.0,0.0,0.0,48,*,224
0.0,0.0,0.0,47,*,117
1.0,1.0,1.0,53,*,53
0.0,0.0,0.0,92,*,107
0.0,0.0,0.0,53,*,40
1.0,1.0,1.0,66,*,66
0.0,0.0,0.0,53,*,30
0.0,0.0,0.0,227,*,195
0.0,0.0,0.0,66,*,278
0.0,0.0,0.0,31,*,40
1.0,1.0,1.0,202,*,202
0.0,0.0,0.0,184,*,72
0.0,0.0,0.0,48,*,53
0.0,0.0,0.0,282,*,48
0.0,0.0,0.0,66,*,211
0.0,0.0,0.0,53,*,31
0.0,0.0,0.0,202,*,244
0.0,0.0,0.0,244,*,245
0.0,0.0,0.0,53,*,61
0.0,0.0,0.0,61,*,189
0.0,0.0,0.0,30,*,48
0.0,0.0,0.0,53,*,115
0.0,0.0,0.0,241,*,44
0.0,0.0,0.0,66,*,61
0.0,0.0,0.0,218,*,202
0.0,0.0,0.0,157,*,163
0.0,0.0,0.0,55,*,47
0.0,0.0,0.0,35,*,23
0.0,0.0,0.0,189,*,362
0.0,0.0,0.0,35,*,36
0.0,0.0,0.0,53,*,72
0.0,0.0,0.0,202,*,212
0.0,0.0,0.0,44,*,60
0.0,0.0,0.0,53,*,189
0.0,0.0,0.0,44,*,41
0.0,0.0,0.0,30,*,49
0.0,0.0,0.0,53,*,48
0.0,0.0,0.0,38,*,53
0.0,0.0,0.0,44,*,205
0.0,0.0,0.0,278,*,39
0.0,0.0,0.0,78,*,227
0.0,0.0,0.0,53,*,50
0.0,0.0,0.0,207,*,147
0.0,0.0,0.0,242,*,189
