0.0,0.0,0.0,53,282,61,66,71,74,78,278,*,154,21,115,85,93,30,35,177
0.0,0.0,0.06666666666666665,207,209,218,44,227,48,53,55,*,209,36,30,28,241,119,122,124
0.0,0.0,0.0,53,241,242,245,244,246,247,248,*,72,33,23,70
0.125,0.125,0.25,44,48,53,66,67,67,40,75,*,205,44,48,146,53,182,241,202
0.125,0.125,0.09090909090909094,53,241,61,64,66,72,73,78,*,241,41,28,32
0.0,0.0,0.1428571428571428,53,55,61,66,379,71,74,78,*,50,44,74,85,30,53,177,27
0.0,0.0,0.0714285714285714,27,202,203,207,209,218,31,227,*,241,242,44,49,227,274,49,42
0.0,0.0,0.0714285714285714,47,53,241,61,64,66,72,73,*,30,47,49,44,49,48,362,380
0.0,0.0,0.0714285714285714,241,66,78,278,85,92,317,359,*,111,61,115,66,53,363,66,379
0.0,0.0,0.0,40,44,48,53,66,67,67,75,*,224,115,300,139,136,134,140,21
0.0,0.0,0.0,66,242,244,247,274,49,40,44,*,36,42,191,195,53,241,255,61
0.0,0.0,0.0714285714285714,40,48,53,66,67,67,75,71,*,201,154,40,27,29,57,61,73
0.125,0.125,0.09090909090909094,44,48,53,55,66,61,71,74,*,55,75,90,89
0.0,0.0,0.06666666666666665,44,48,53,55,61,66,227,202,*,74,75,64,278,85,202,127,117
0.0,0.0,0.0,242,243,246,244,245,247,248,251,*,64,31,107,179,31,44,189,192
0.125,0.125,0.0714285714285714,245,246,202,203,207,208,209,221,*,245,40,44,53,189,44,244,35
0.125,0.125,0.06666666666666665,53,241,61,64,66,72,73,78,*,113,134,61,112,196,160,189,217
0.125,0.125,0.11111111111111116,208,209,210,212,215,178,219,220,*,215,222,215
0.0,0.0,0.0,53,56,66,67,75,71,74,278,*,44,248,58,60,249,113,126,83
0.125,0.125,0.19999999999999996,244,246,245,247,248,249,202,41,*,245,29,30,247
0.125,0.125,0.0714285714285714,66,75,78,61,48,71,25,74,*,66,53,36,36,290,297,294,93
0.25,0.25,0.25,178,208,222,223,221,211,219,215,*,178,211
0.0,0.0,0.0,46,47,53,241,61,64,66,72,*,45,41,248,82,25,71,189,85
0.0,0.0,0.1428571428571428,53,241,61,64,66,72,73,78,*,73,114,136,119,83,215,72,137
0.0,0.0,0.0,242,243,244,246,245,247,248,251,*,41,131,117,72,335,337,120,118
0.0,0.0,0.0,241,242,244,330,246,325,245,337,*,189,53,111,83,133,119,136,127
0.0,0.0,0.0,160,21,39,53,241,64,66,78,*,139,112,121,73,114,134,73,249
0.0,0.125,0.15384615384615385,40,44,48,53,66,67,67,75,*,35,36,53,48,25,83,119,126
0.0,0.0,0.06666666666666665,244,245,246,247,248,251,60,241,*,246,112,79,72,317,321,324,335
0.0,0.0,0.0,66,67,67,75,71,74,78,278,*,248,59,60,241,64,61,83,93
0.0,0.0,0.0,241,242,244,245,246,247,248,249,*,189,71,75
0.0,0.0,0.0,241,61,64,66,72,73,78,39,*,36,63,62,191,195,40,248,274
0.125,0.125,0.1428571428571428,49,177,189,53,44,48,35,55,*,49,47,245,42,227,53,40,115
0.0,0.0,0.0,282,61,66,71,74,78,278,83,*,25,32,35,209,57,48,52,53
0.0,0.0,0.0,53,282,66,61,71,78,74,278,*,35,39,117,73,362,30,244,247
0.0,0.0,0.0,64,66,72,73,78,278,84,83,*,113,207,222,45,46,31,35
0.0,0.0,0.06666666666666665,202,31,44,48,53,55,61,66,*,228,229,55,75,72,138,134,144
0.0,0.0,0.06666666666666665,246,244,245,247,248,251,60,249,*,31,48,195,201,155,268,247,41
0.0,0.0,0.0,78,278,85,92,317,359,111,114,*,227,177,245,42,144,1,61,84
0.0,0.0,0.0,282,242,245,244,247,248,58,59,*,182,183,182
0.0,0.0,0.0,30,49,44,48,53,66,242,244,*,278,203,209,35,202,42,114,136
0.0,0.0,0.0,47,53,241,242,244,246,247,248,*,138,127,113
0.0,0.0,0.09999999999999998,44,48,53,66,67,67,40,75,*,50,44,244,241
