0.0,0.0,0.0,42,30,31,44,48,*,203,147,148
0.0,0.0,0.125,35,27,25,202,203,*,40,202,40,46,31
0.0,0.0,0.0,35,42,39,46,47,*,224,57,28,30,28
0.0,0.0,0.0,35,202,204,206,216,*,247,255,241,61,119
0.0,0.0,0.0,146,202,189,30,49,*,362,272
0.0,0.0,0.0,36,42,39,46,47,*,227,30,40,44,74
0.0,0.0,0.0,30,42,362,44,48,*,189,184,38,49,225
0.19999999999999996,0.19999999999999996,0.25,29,30,32,35,25,*,30,181,182,35,40
0.0,0.0,0.0,27,42,28,45,53,*,34,220,60,282
0.0,0.0,0.0,146,202,189,30,49,*,48,74,85,102,96
0.19999999999999996,0.19999999999999996,0.11111111111111116,35,49,44,48,53,*,205,247,44,189,278
0.0,0.0,0.0,202,189,30,49,44,*,112,35,46,124,112
0.0,0.0,0.0,362,177,30,227,202,*,27,191,35,46,73
0.0,0.0,0.0,35,362,177,30,31,*,27,135,115,85,61
0.0,0.0,0.0,42,28,45,53,241,*,83,61,362,272,162
0.0,0.0,0.0,45,53,241,242,244,*,38,189,216
0.0,0.0,0.0,36,42,39,46,47,*,61,72,131,133,72
0.0,0.0,0.0,221,211,202,203,207,*,224,191,46,117,132
0.0,0.0,0.11111111111111116,44,49,189,202,48,*,57,245,30,189,146
0.0,0.0,0.0,36,189,191,193,196,*,323,338,337,344,111
0.0,0.0,0.0,45,53,241,242,243,*,135,135,144,132,1
0.0,0.0,0.11111111111111116,45,53,241,242,243,*,42,45,25,165,27
0.0,0.0,0.0,27,32,35,53,55,*,26,245,220,251,249
0.0,0.0,0.0,25,28,202,203,209,*,248,36,205,247,57
0.0,0.0,0.0,42,30,45,41,31,*,28,224,247,57,57
0.0,0.0,0.0,36,42,39,46,47,*,69,71,74,71,83
0.0,0.0,0.0,42,41,45,53,241,*,27,29,40,36,227
0.0,0.0,0.0,28,45,41,53,241,*,210
0.0,0.0,0.0,34,42,45,41,53,*,36,248,58,60,249
0.0,0.0,0.0,36,42,118,135,140,*,49,224,25,29,245
0.0,0.0,0.11111111111111116,146,202,189,30,49,*,30,283,290,134,144
0.0,0.0,0.0,28,45,53,241,242,*,70,75,278,202,362
0.0,0.0,0.0,40,44,48,49,53,*,37
0.4,0.4,0.25,35,36,42,45,53,*,35,36,63,25,27
