0.0,0.0,0.0,53,282,61,66,71,74,78,*,154,21,115,85,93,30,35
0.1428571428571429,0.1428571428571429,0.07692307692307687,207,209,218,44,227,48,53,*,207,219,247,30,28,241,119
0.0,0.0,0.0,53,241,242,245,244,246,247,*,121,113,158,139,138,136,25
0.0,0.0,0.0,217,218,57,40,245,30,49,*,274
0.0,0.0,0.0,44,48,53,66,67,67,40,*,35,155,268,262,269,264,270
0.0,0.0,0.0,53,241,61,64,66,72,73,*,52
0.0,0.0,0.0,53,55,61,66,379,71,74,*,195,197
0.1428571428571429,0.1428571428571429,0.2727272727272727,47,53,241,61,64,66,72,*,241,255,61,134,31,66,379
0.0,0.0,0.0,241,66,78,278,85,92,317,*,177,27,74,244,242,243,245
0.0,0.0,0.2222222222222222,40,44,48,53,66,67,67,*,48,30,47,49,44,49,48
0.0,0.0,0.0,66,242,244,247,274,49,40,*,41,160,268,267,202,53,363
0.0,0.0,0.0,40,48,53,66,67,67,75,*,71,114,221,208,212,215,45
0.0,0.0,0.0,44,48,53,55,66,61,71,*,67,75,78,30,285,286,108
0.0,0.0,0.0,44,48,53,55,61,66,227,*,35,146,247,224,191,46,73
0.0,0.0,0.0,242,243,246,244,245,247,248,*,189,278
0.0,0.0,0.0,245,246,202,203,207,208,209,*,248,46,84,161,159,22,159
0.0,0.0,0.0,53,241,61,64,66,72,73,*,113,207,212,257,264,267,270
0.0,0.0,0.08333333333333337,208,209,210,212,215,178,219,*,212,221,212,257,256,269,270
0.0,0.0,0.0,53,56,66,67,75,71,74,*,248,48,52
0.0,0.0,0.0,244,246,245,247,248,249,202,*,31,112,121,131,135,120,73
0.0,0.0,0.0,66,75,78,61,48,71,25,*,35,49,50,44,177,245,296
0.0,0.0,0.0,178,208,222,223,221,211,219,*,36,48,48,31,83,131,133
0.0,0.0,0.0,46,47,53,241,61,64,66,*,227
0.1428571428571429,0.1428571428571429,0.16666666666666663,53,241,61,64,66,72,73,*,53,44,47,241,41,42,221
0.0,0.0,0.0,61,64,66,73,72,78,278,*,189,191
