1,1,1,1,1,23,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,108
0.666667,0.666667,0.666667,0.555556,19,1,23,17,22,14,6,5,1,*,1,23,14,17,22,14,25,5,1,120
1,1,1,1,1,23,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,122
0.333333,0.333333,0.666667,0.222222,17,22,14,6,25,5,1,5,20,*,1,23,14,17,22,14,25,5,1,138
0.444444,0.444444,0.5,0,19,1,23,11,14,17,22,14,6,*,1,23,14,17,22,14,25,5,1,142
0.555556,0.555556,0.6,0,19,1,23,11,17,22,14,6,5,*,1,23,14,17,22,14,25,5,1,145
0.555556,0.555556,0.75,0,23,14,17,22,14,5,8,1,23,*,1,23,14,17,22,14,25,5,1,152
0.555556,0.555556,0.6,0,19,1,23,11,17,22,14,6,5,*,1,23,14,17,22,14,25,5,1,155
0.444444,0.444444,0.555556,0.444444,22,24,24,19,11,17,22,14,6,*,22,24,24,19,1,23,14,17,22,164
0.777778,0.777778,0.875,0.222222,1,23,11,14,17,22,14,25,5,*,1,23,14,17,22,14,25,5,1,167
0.555556,0.555556,0.6,0,19,1,23,11,17,22,14,6,5,*,1,23,14,17,22,14,25,5,1,176
0.444444,0.444444,0.5,0,19,1,23,11,17,22,14,13,17,*,1,23,14,17,22,14,25,5,1,195
0.333333,0.333333,0.875,0,23,17,22,14,6,25,1,23,5,*,1,23,14,17,22,14,25,5,1,197
0.444444,0.444444,0.4,0.444444,19,11,14,17,22,14,6,25,17,*,1,23,14,17,22,14,25,5,1,200
0.222222,0.222222,0.5,0.111111,17,22,14,6,5,1,5,20,26,*,1,23,14,17,22,14,25,5,1,209
0.777778,0.777778,0.666667,0.777778,1,23,11,17,22,14,6,5,1,*,1,23,14,17,22,14,25,5,1,215
0.666667,0.666667,0.75,0.555556,1,23,11,17,22,14,5,1,23,*,1,23,14,17,22,14,25,5,1,218
0.777778,0.777778,0.875,0.222222,1,23,11,14,17,22,14,25,5,*,1,23,14,17,22,14,25,5,1,219
0.555556,0.555556,0.7,0.111111,24,24,19,1,23,17,22,14,5,*,19,1,23,11,17,22,14,6,5,22
0.555556,0.555556,0.666667,0,19,1,23,11,14,17,22,14,25,*,1,23,14,17,22,14,25,5,1,221
0.666667,0.666667,0.75,0.222222,1,23,17,22,14,6,5,1,23,*,1,23,14,17,22,14,25,5,1,3
0.111111,0.111111,0.5,0,24,19,19,1,23,17,22,4,14,*,1,23,14,17,22,14,25,5,1,35
0.333333,0.333333,0.454545,0,24,19,1,23,11,17,22,14,6,*,1,23,14,17,22,14,25,5,1,37
0.777778,0.777778,0.875,0.666667,1,23,14,17,22,14,6,25,5,*,1,23,14,17,22,14,25,5,1,41
0.666667,0.666667,0.75,0.222222,1,23,17,22,14,6,5,1,23,*,1,23,14,17,22,14,25,5,1,43
0.555556,0.555556,0.7,0.111111,24,24,19,1,23,17,22,14,5,*,19,1,23,11,17,22,14,6,5,44
1,1,1,1,1,23,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,47
1,1,1,1,1,23,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,58
0.666667,0.666667,0.666667,0.555556,19,1,23,17,22,14,6,5,1,*,1,23,14,17,22,14,25,5,1,72
1,1,1,1,1,23,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,74
0.222222,0.222222,0.5,0.111111,17,22,14,6,5,1,5,3,20,*,1,23,14,17,22,14,25,5,1,75
0.777778,0.777778,1,0.222222,1,23,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,9
0.333333,0.333333,0.6,0.111111,17,22,14,25,5,1,20,26,13,*,1,23,14,17,22,14,25,5,1,94
0.666667,0.666667,0.75,0.222222,1,23,17,22,14,6,5,1,23,*,1,23,14,17,22,14,25,5,1,97
