1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,1
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,103
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,108
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,113
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,116
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,117
1,1,1,1,8,1,25,22,24,24,*,8,1,25,22,24,24,118
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,133
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,142
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,145
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,147
1,1,1,1,22,24,24,19,11,17,*,22,24,24,19,11,17,149
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,155
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,159
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,162
0.833333,0.833333,0.666667,0.833333,25,22,24,24,19,11,*,25,22,24,24,19,1,187
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,19
1,1,1,1,8,1,25,22,24,24,*,8,1,25,22,24,24,199
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,200
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,202
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,215
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,24
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,42
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,45
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,5
1,1,1,1,25,22,24,24,19,1,*,25,22,24,24,19,1,61
1,1,1,1,1,25,22,24,24,19,*,1,25,22,24,24,19,71
0.666667,0.666667,0.666667,0.166667,8,1,25,22,24,24,*,1,25,22,24,24,19,73
1,1,1,1,8,1,25,22,24,24,*,8,1,25,22,24,24,82
0.833333,0.833333,0.666667,0.833333,22,24,24,19,14,17,*,22,24,24,19,11,17,94
