1,1,1,1,1,23,14,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,23,108
1,1,1,1,19,1,23,17,22,14,6,5,1,23,*,19,1,23,17,22,14,6,5,1,23,120
1,1,1,1,1,23,14,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,23,122
0.6,0.6,0.8,0.4,17,22,14,6,25,5,1,5,20,13,*,14,17,22,14,25,5,1,20,26,13,138
0.5,0.5,0.7,0.3,19,1,23,11,14,17,22,14,6,25,*,19,1,23,17,22,14,6,5,1,23,142
0.8,0.8,0.888889,0.3,19,1,23,11,17,22,14,6,5,1,*,19,1,23,17,22,14,6,5,1,23,145
0.8,0.8,0.888889,0.3,19,1,23,11,17,22,14,6,5,1,*,19,1,23,17,22,14,6,5,1,23,155
0.8,0.8,0.875,0.2,1,23,11,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,23,167
0.8,0.8,0.888889,0.3,19,1,23,11,17,22,14,6,5,1,*,19,1,23,17,22,14,6,5,1,23,176
0.5,0.5,0.7,0.3,19,1,23,11,17,22,14,13,17,6,*,19,1,23,17,22,14,6,5,1,23,195
0.5,0.5,0.6,0.5,19,11,14,17,22,14,6,25,17,5,*,19,1,23,17,22,14,6,5,1,23,200
0.7,0.7,0.8,0.3,17,22,14,6,5,1,5,20,26,13,*,14,17,22,14,25,5,1,20,26,13,209
0.8,0.8,0.666667,0.8,1,23,11,17,22,14,6,5,1,23,*,1,23,14,17,22,14,25,5,1,23,215
0.7,0.7,0.666667,0.5,1,23,11,17,22,14,5,1,23,20,*,1,23,14,17,22,14,25,5,1,23,218
0.8,0.8,0.875,0.2,1,23,11,14,17,22,14,25,5,1,*,1,23,14,17,22,14,25,5,1,23,219
0.5,0.5,0.7,0.3,19,1,23,11,14,17,22,14,25,5,*,19,1,23,17,22,14,6,5,1,23,221
0.7,0.7,0.75,0.2,1,23,17,22,14,6,5,1,23,5,*,1,23,14,17,22,14,25,5,1,23,3
0.5,0.5,0.7,0.3,24,19,19,1,23,17,22,4,14,6,*,24,19,1,23,11,14,17,22,14,14,35
0.8,0.8,0.727273,0.8,24,19,1,23,11,17,22,14,6,5,*,24,19,1,23,14,17,22,14,25,5,37
0.8,0.8,0.875,0.6,1,23,14,17,22,14,6,25,5,1,*,1,23,14,17,22,14,25,5,1,23,41
0.7,0.7,0.75,0.2,1,23,17,22,14,6,5,1,23,5,*,1,23,14,17,22,14,25,5,1,23,43
0.8,0.8,0.888889,0.5,24,24,19,1,23,17,22,14,5,1,*,24,24,19,1,23,11,17,22,14,5,44
1,1,1,1,1,23,14,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,23,47
1,1,1,1,1,23,14,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,23,58
1,1,1,1,19,1,23,17,22,14,6,5,1,23,*,19,1,23,17,22,14,6,5,1,23,72
1,1,1,1,1,23,14,17,22,14,25,5,1,23,*,1,23,14,17,22,14,25,5,1,23,74
0.5,0.5,0.636364,0.1,17,22,14,6,5,1,5,3,20,13,*,14,17,22,14,25,5,1,20,26,13,75
0.8,0.8,0.875,0.2,1,23,17,22,14,25,5,1,23,20,*,1,23,14,17,22,14,25,5,1,23,9
1,1,1,1,17,22,14,25,5,1,20,26,13,1,*,17,22,14,25,5,1,20,26,13,1,94
0.7,0.7,0.75,0.2,1,23,17,22,14,6,5,1,23,5,*,1,23,14,17,22,14,25,5,1,23,97
