1,1,1,1,1,25,22,*,1,25,22,100
1,1,1,1,25,22,24,*,25,22,24,107
1,1,1,1,1,25,22,*,1,25,22,11
1,1,1,1,1,25,22,*,1,25,22,112
1,1,1,1,25,22,24,*,25,22,24,114
1,1,1,1,8,1,25,*,8,1,25,118
1,1,1,1,25,22,24,*,25,22,24,119
1,1,1,1,25,22,24,*,25,22,24,122
1,1,1,1,25,22,24,*,25,22,24,131
1,1,1,1,25,22,24,*,25,22,24,132
1,1,1,1,25,22,24,*,25,22,24,135
1,1,1,1,22,24,24,*,22,24,24,138
1,1,1,1,1,25,22,*,1,25,22,147
1,1,1,1,22,24,24,*,22,24,24,149
1,1,1,1,1,25,22,*,1,25,22,155
1,1,1,1,25,22,24,*,25,22,24,163
1,1,1,1,1,25,22,*,1,25,22,166
1,1,1,1,25,22,24,*,25,22,24,172
1,1,1,1,1,25,22,*,1,25,22,176
1,1,1,1,1,25,22,*,1,25,22,183
1,1,1,1,25,22,24,*,25,22,24,201
1,1,1,1,25,22,24,*,25,22,24,204
1,1,1,1,25,22,24,*,25,22,24,223
1,1,1,1,14,8,1,*,14,8,1,28
1,1,1,1,8,1,25,*,8,1,25,35
1,1,1,1,25,22,24,*,25,22,24,36
1,1,1,1,25,22,24,*,25,22,24,43
1,1,1,1,1,25,22,*,1,25,22,45
1,1,1,1,25,22,24,*,25,22,24,48
1,1,1,1,28,14,8,*,28,14,8,62
1,1,1,1,1,25,22,*,1,25,22,64
1,1,1,1,1,25,22,*,1,25,22,72
0.333333,0.333333,0.5,0,8,1,25,*,1,25,22,73
1,1,1,1,25,22,24,*,25,22,24,74
1,1,1,1,25,22,24,*,25,22,24,92
