1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,1
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,17,*,25,22,24,24,19,1,23,11,103
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,14,*,25,22,24,24,19,1,23,11,108
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,14,*,25,22,24,24,19,1,23,11,113
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,17,*,25,22,24,24,19,1,23,11,116
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,14,*,25,22,24,24,19,1,23,11,117
0.875,0.875,0.857143,0.875,8,1,25,22,24,24,19,1,*,8,1,25,22,24,24,19,11,118
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,133
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,142
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,145
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,147
1,1,1,1,22,24,24,19,11,17,22,14,*,22,24,24,19,11,17,22,14,149
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,155
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,159
1,1,1,1,25,22,24,24,19,1,23,11,*,25,22,24,24,19,1,23,11,162
0.625,0.625,0.625,0.625,25,22,24,24,19,11,17,22,*,25,22,24,24,19,1,23,11,187
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,19
1,1,1,1,8,1,25,22,24,24,19,1,*,8,1,25,22,24,24,19,1,199
0.75,0.75,0.625,0.75,1,25,22,24,24,19,11,14,*,1,25,22,24,24,19,1,23,200
1,1,1,1,25,22,24,24,19,1,23,11,*,25,22,24,24,19,1,23,11,202
1,1,1,1,25,22,24,24,19,1,23,11,*,25,22,24,24,19,1,23,11,215
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,17,*,25,22,24,24,19,1,23,11,24
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,42
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,45
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,17,*,25,22,24,24,19,1,23,11,5
0.875,0.875,0.75,0.875,25,22,24,24,19,1,23,14,*,25,22,24,24,19,1,23,11,61
1,1,1,1,1,25,22,24,24,19,1,23,*,1,25,22,24,24,19,1,23,71
0.75,0.75,0.714286,0.375,8,1,25,22,24,24,1,23,*,1,25,22,24,24,19,1,23,73
1,1,1,1,8,1,25,22,24,24,19,1,*,8,1,25,22,24,24,19,1,82
0.875,0.875,0.833333,0.875,22,24,24,19,14,17,22,14,*,22,24,24,19,11,17,22,14,94
