0.666667,0.666667,0.428571,0.666667,32,40,24,44,37,37,*,32,40,11,10,37,37,114
0.333333,0.333333,0.5,0,44,45,35,1,43,32,*,35,1,43,32,40,24,119
0.666667,0.666667,0.714286,0.333333,46,40,49,44,45,35,*,46,40,44,45,35,1,125
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,127
0.333333,0.333333,0.5,0,44,45,35,1,43,32,*,35,1,43,32,40,24,13
0.666667,0.666667,0.714286,0,40,44,45,35,1,43,*,44,45,35,1,43,32,15
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,164
0.333333,0.333333,0.5,0,45,35,1,43,26,32,*,35,1,43,32,40,24,199
0.666667,0.666667,0.714286,0.5,1,43,26,32,40,24,*,35,1,43,32,40,24,237
0.666667,0.666667,0.714286,0,45,35,1,43,32,40,*,35,1,43,32,40,24,245
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,249
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,274
0.666667,0.666667,0.714286,0,40,44,45,35,1,43,*,44,45,35,1,43,32,28
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,297
0.333333,0.333333,0.5,0,44,45,35,1,43,32,*,35,1,43,32,40,24,305
0.666667,0.666667,0.8,0.5,26,40,42,37,,,*,26,42,37,,,,307
0.666667,0.666667,0.714286,0,44,45,35,1,43,32,*,45,35,1,43,32,40,324
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,334
0.666667,0.666667,0.714286,0,45,35,1,43,32,40,*,35,1,43,32,40,24,364
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,380
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,382
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,383
0,0,0.375,0,32,40,24,10,2,10,*,35,1,43,32,40,24,396
0.5,0.5,0.5,0.5,35,1,43,40,42,37,*,35,1,43,32,40,24,429
0.333333,0.333333,0.5,0,44,45,35,1,43,32,*,35,1,43,32,40,24,454
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,478
0.333333,0.333333,0.571429,0,1,43,26,26,32,40,*,35,1,43,32,40,24,512
0,0,0.375,0,32,40,24,10,2,10,*,35,1,43,32,40,24,516
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,519
0.666667,0.666667,0.714286,0,45,35,1,43,32,40,*,35,1,43,32,40,24,527
1,1,1,1,35,1,43,32,40,24,*,35,1,43,32,40,24,536
0.833333,0.833333,0.714286,0.833333,35,1,43,32,40,11,*,35,1,43,32,40,24,573
0.333333,0.333333,0.5,0.166667,35,32,40,24,46,10,*,35,1,43,32,40,24,579
0.666667,0.666667,0.714286,0,1,43,32,40,24,11,*,35,1,43,32,40,24,587
0.666667,0.666667,0.714286,0,1,43,32,40,24,46,*,35,1,43,32,40,24,591
0.666667,0.666667,0.714286,0,1,43,32,40,24,10,*,35,1,43,32,40,24,600
0.666667,0.666667,0.714286,0,1,43,32,40,24,11,*,35,1,43,32,40,24,620
