1,1,1,1,45,*,45,101
0,0,0,0,26,*,32,118
0,0,0,0,26,*,14,119
1,1,1,1,51,*,51,12
1,1,1,1,2,*,2,124
1,1,1,1,26,*,26,137
0,0,0,0,2,*,47,158
0,0,0,0,2,*,6,174
0,0,0,0,40,*,19,178
1,1,1,1,26,*,26,18
1,1,1,1,2,*,2,182
0,0,0,0,37,*,6,184
1,1,1,1,2,*,2,219
1,1,1,1,26,*,26,224
1,1,1,1,46,*,46,229
0,0,0,0,46,*,2,237
0,0,0,0,26,*,14,248
1,1,1,1,2,*,2,254
0,0,0,0,26,*,14,256
0,0,0,0,37,*,19,269
1,1,1,1,2,*,2,303
0,0,0,0,44,*,1,314
1,1,1,1,2,*,2,338
0,0,0,0,14,*,2,36
0,0,0,0,26,*,14,377
0,0,0,0,14,*,2,378
0,0,0,0,1,*,14,386
0,0,0,0,46,*,2,396
1,1,1,1,2,*,2,398
1,1,1,1,2,*,2,414
1,1,1,1,2,*,2,421
1,1,1,1,2,*,2,434
1,1,1,1,2,*,2,44
1,1,1,1,2,*,2,447
0,0,0,0,37,*,6,451
1,1,1,1,2,*,2,478
0,0,0,0,14,*,2,49
1,1,1,1,51,*,51,505
1,1,1,1,2,*,2,508
1,1,1,1,6,*,6,526
0,0,0,0,14,*,2,527
0,0,0,0,44,*,40,544
1,1,1,1,2,*,2,549
1,1,1,1,2,*,2,554
1,1,1,1,2,*,2,573
0,0,0,0,46,*,2,591
0,0,0,0,14,*,2,592
0,0,0,0,14,*,2,596
0,0,0,0,46,*,2,597
0,0,0,0,46,*,2,600
1,1,1,1,37,*,37,608
0,0,0,0,46,*,2,619
0,0,0,0,40,*,46,629
1,1,1,1,26,*,26,631
0,0,0,0,46,*,2,638
0,0,0,0,14,*,26,645
1,1,1,1,2,*,2,65
0,0,0,0,46,*,2,695
0,0,0,0,46,*,2,696
1,1,1,1,2,*,2,704
0,0,0,0,46,*,2,708
0,0,0,0,32,*,10,711
0,0,0,0,46,*,2,712
0,0,0,0,44,*,40,718
0,0,0,0,46,*,2,740
1,1,1,1,2,*,2,744
1,1,1,1,51,*,51,745
0,0,0,0,14,*,2,764
0,0,0,0,14,*,2,768
0,0,0,0,46,*,2,771
0,0,0,0,46,*,2,772
1,1,1,1,26,*,26,79
0,0,0,0,46,*,2,790
1,1,1,1,2,*,2,792
0,0,0,0,14,*,2,794
0,0,0,0,8,*,46,797
0,0,0,0,46,*,2,802
0,0,0,0,46,*,2,818
1,1,1,1,2,*,2,841
0,0,0,0,46,*,2,854
0,0,0,0,46,*,2,867
0,0,0,0,46,*,2,873
0,0,0,0,46,*,2,875
0,0,0,0,46,*,2,878
0,0,0,0,46,*,2,894
0,0,0,0,46,*,2,897
0,0,0,0,46,*,2,898
0,0,0,0,14,*,2,906
