1,1,1,1,2,46,*,2,46,108
0,0,0.333333,0,37,2,*,2,15,110
1,1,1,1,2,46,*,2,46,124
0.5,0.5,0.5,0.5,37,2,*,37,37,126
0,0,0.333333,0,26,14,*,14,2,13
1,1,1,1,26,14,*,26,14,137
1,1,1,1,2,46,*,2,46,176
0,0,0,0,40,46,*,37,37,178
1,1,1,1,2,46,*,2,46,214
1,1,1,1,8,25,*,8,25,234
1,1,1,1,46,40,*,46,40,237
1,1,1,1,44,45,*,44,45,239
0,0,0.333333,0,26,14,*,14,2,248
1,1,1,1,2,46,*,2,46,25
0.5,0.5,0.333333,0.5,45,19,*,45,35,267
1,1,1,1,2,46,*,2,46,292
0,0,0.333333,0,46,40,*,2,46,296
0,0,0,0,14,46,*,1,1,307
0,0,0,0,44,45,*,1,43,314
1,1,1,1,2,10,*,2,10,318
1,1,1,1,2,46,*,2,46,329
1,1,1,1,25,51,*,25,51,333
0,0,0,0,6,17,*,37,2,335
1,1,1,1,2,46,*,2,46,338
1,1,1,1,2,46,*,2,46,343
0,0,0.333333,0,26,14,*,14,2,359
0,0,0.333333,0,26,14,*,14,2,375
1,1,1,1,2,46,*,2,46,383
1,1,1,1,2,46,*,2,46,387
1,1,1,1,2,46,*,2,46,389
0,0,0.333333,0,51,26,*,25,51,401
0,0,0,0,2,11,*,15,37,407
1,1,1,1,2,46,*,2,46,414
0,0,0.333333,0,14,2,*,2,46,423
1,1,1,1,2,46,*,2,46,44
0.5,0.5,0.333333,0.5,45,32,*,45,35,450
1,1,1,1,51,26,*,51,26,500
1,1,1,1,6,6,*,6,6,526
0,0,0,0,19,26,*,1,43,531
1,1,1,1,2,46,*,2,46,532
1,1,1,1,2,46,*,2,46,535
1,1,1,1,46,40,*,46,40,541
1,1,1,1,46,40,*,46,40,542
0.5,0.5,0.333333,0.5,2,40,*,2,46,558
1,1,1,1,46,40,*,46,40,561
1,1,1,1,2,46,*,2,46,572
0,0,0.333333,0,42,10,*,10,44,583
1,1,1,1,46,40,*,46,40,591
0,0,0.333333,0,14,2,*,2,46,592
1,1,1,1,46,40,*,46,40,597
1,1,1,1,26,14,*,26,14,618
0,0,0.333333,0,40,44,*,46,40,629
0.5,0.5,0.333333,0.5,2,46,*,2,10,632
0,0,0.333333,0,14,2,*,2,46,633
1,1,1,1,46,40,*,46,40,646
1,1,1,1,2,46,*,2,46,670
1,1,1,1,46,40,*,46,40,679
0,0,0.333333,0,45,32,*,44,45,698
0,0,0,0,35,1,*,10,37,722
1,1,1,1,26,14,*,26,14,725
1,1,1,1,46,40,*,46,40,731
0,0,0.333333,0,26,14,*,14,2,76
1,1,1,1,46,40,*,46,40,767
0,0,0.333333,0,14,2,*,2,46,768
1,1,1,1,46,40,*,46,40,774
0,0,0.333333,0,14,2,*,2,46,783
0,0,0.333333,0,45,1,*,1,43,789
1,1,1,1,26,14,*,26,14,79
1,1,1,1,46,40,*,46,40,801
1,1,1,1,46,40,*,46,40,802
0,0,0.333333,0,14,2,*,2,46,811
1,1,1,1,25,51,*,25,51,817
1,1,1,1,26,14,*,26,14,827
1,1,1,1,46,40,*,46,40,835
1,1,1,1,2,46,*,2,46,841
1,1,1,1,26,14,*,26,14,846
1,1,1,1,46,40,*,46,40,855
1,1,1,1,51,26,*,51,26,858
1,1,1,1,46,40,*,46,40,865
1,1,1,1,46,40,*,46,40,872
0,0,0.333333,0,14,2,*,2,46,883
0,0,0.333333,0,46,40,*,40,44,890
1,1,1,1,46,40,*,46,40,892
1,1,1,1,2,46,*,2,46,896
0,0,0.333333,0,14,2,*,2,46,906
0,0,0.333333,0,14,2,*,2,46,93
