1,1,1,1,2,46,40,44,*,2,46,40,44,11
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,153
1,1,1,1,35,1,43,32,*,35,1,43,32,162
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,195
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,199
0.75,0.75,0.75,0.75,24,2,10,37,*,24,2,37,37,239
0.5,0.5,0.6,0,46,40,44,45,*,40,44,45,35,251
1,1,1,1,35,1,43,32,*,35,1,43,32,266
1,1,1,1,35,1,43,32,*,35,1,43,32,271
0.25,0.25,0.4,0,32,45,1,43,*,45,32,45,19,318
1,1,1,1,35,1,43,32,*,35,1,43,32,322
1,1,1,1,35,1,43,32,*,35,1,43,32,330
1,1,1,1,35,1,43,32,*,35,1,43,32,343
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,36
0.25,0.25,0.333333,0.25,35,32,40,24,*,35,1,43,32,379
1,1,1,1,35,1,43,32,*,35,1,43,32,380
0.25,0.25,0.333333,0,32,40,11,10,*,35,32,40,24,416
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,423
0.75,0.75,0.6,0.75,35,1,43,40,*,35,1,43,32,429
0,0,0,0,40,24,10,2,*,35,1,43,32,453
0,0,0.333333,0,44,45,35,1,*,35,1,43,32,454
1,1,1,1,35,1,43,32,*,35,1,43,32,467
0.5,0.5,0.6,0.25,1,43,26,32,*,35,1,43,32,469
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,497
1,1,1,1,35,1,43,32,*,35,1,43,32,508
1,1,1,1,35,1,43,32,*,35,1,43,32,535
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,563
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,598
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,619
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,625
0.5,0.5,0.6,0.25,48,44,45,32,*,44,45,35,32,631
1,1,1,1,45,35,1,43,*,45,35,1,43,645
0,0,0,0,40,24,10,2,*,35,1,43,32,666
1,1,1,1,35,1,43,32,*,35,1,43,32,670
1,1,1,1,40,44,45,35,*,40,44,45,35,693
0.5,0.5,0.6,0,46,40,44,45,*,40,44,45,35,697
1,1,1,1,35,1,43,32,*,35,1,43,32,699
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,714
1,1,1,1,40,44,45,35,*,40,44,45,35,729
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,731
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,740
1,1,1,1,35,1,43,32,*,35,1,43,32,750
0,0,0.333333,0,45,35,32,40,*,35,1,43,32,764
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,781
0.25,0.25,0.4,0,45,35,1,1,*,35,1,43,32,783
0.5,0.5,0.6,0.25,1,43,19,32,*,35,1,43,32,801
0.5,0.5,0.6,0,44,45,35,1,*,45,35,1,43,806
0.5,0.5,0.6,0,40,44,45,35,*,44,45,35,1,82
1,1,1,1,35,1,43,32,*,35,1,43,32,822
1,1,1,1,35,1,43,32,*,35,1,43,32,825
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,833
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,834
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,854
0,0,0.142857,0,45,35,26,32,*,32,40,24,11,856
1,1,1,1,40,44,45,35,*,40,44,45,35,858
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,863
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,864
1,1,1,1,35,1,43,32,*,35,1,43,32,871
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,873
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,874
0.5,0.5,0.6,0,45,35,1,43,*,35,1,43,32,877
1,1,1,1,35,1,43,32,*,35,1,43,32,881
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,894
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,897
1,1,1,1,35,1,43,32,*,35,1,43,32,900
0.5,0.5,0.6,0,1,43,32,40,*,35,1,43,32,913
1,1,1,1,35,1,43,32,*,35,1,43,32,98
