1,1,1,1,44,45,35,1,43,*,44,45,35,1,43,12
0.6,0.6,0.666667,0.6,35,1,43,26,32,*,35,1,43,32,40,131
0,0,0.25,0,32,40,24,11,10,*,35,1,43,32,40,172
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,176
0.2,0.2,0.125,0.2,48,25,51,14,2,*,49,10,37,37,2,196
0.6,0.6,0.666667,0.6,35,1,43,26,32,*,35,1,43,32,40,219
1,1,1,1,2,46,40,44,45,*,2,46,40,44,45,234
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,25
0.6,0.6,0.666667,0,46,40,44,45,35,*,40,44,45,35,1,251
0.2,0.2,0.428571,0,44,45,35,1,43,*,35,1,43,32,40,256
0.4,0.4,0.428571,0.4,45,35,19,32,40,*,35,1,43,32,40,260
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,266
0,0,0,0,11,2,10,6,49,*,37,37,47,47,37,267
0.6,0.6,0.666667,0.4,40,24,46,44,37,*,32,40,24,44,37,296
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,303
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,355
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,380
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,383
0.2,0.2,0.428571,0.2,35,32,40,24,11,*,35,1,43,32,40,389
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,447
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,452
0.6,0.6,0.666667,0.4,1,43,26,32,40,*,35,1,43,32,40,469
0.6,0.6,0.666667,0,40,44,45,35,1,*,44,45,35,1,43,500
0.2,0.2,0.25,0,35,32,40,24,46,*,32,40,11,10,37,509
0,0,0.25,0,32,40,24,10,2,*,35,1,43,32,40,516
0,0,0,0,25,51,26,26,14,*,37,,,19,57,526
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,527
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,536
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,563
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,572
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,591
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,592
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,598
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,611
0,0,0.111111,0,40,24,46,10,2,*,35,1,43,32,40,629
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,649
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,65
0,0,0.111111,0,40,24,10,2,37,*,35,1,43,32,40,666
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,667
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,681
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,686
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,695
0,0,0.25,0,32,40,24,11,10,*,35,1,43,32,40,696
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,712
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,743
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,785
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,8
0.6,0.6,0.666667,0,44,45,35,1,43,*,45,35,1,43,32,806
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,808
0.6,0.6,0.666667,0,2,46,40,44,45,*,46,40,44,45,35,81
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,815
0.6,0.6,0.666667,0,1,43,32,40,11,*,35,1,43,32,40,820
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,823
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,825
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,833
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,838
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,871
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,873
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,874
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,875
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,877
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,88
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,882
0.6,0.6,0.666667,0,45,35,1,43,32,*,35,1,43,32,40,883
0.2,0.2,0.428571,0.2,35,32,40,24,11,*,35,1,43,32,40,888
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,900
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,905
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,907
1,1,1,1,35,1,43,32,40,*,35,1,43,32,40,909
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,913
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,914
0.6,0.6,0.666667,0,1,43,32,40,24,*,35,1,43,32,40,915
0,0,0.25,0,19,32,40,24,10,*,35,1,43,32,40,96
