0.8,0.8,0.818182,0.1,51,14,2,46,40,44,45,35,1,43,*,51,26,14,2,46,40,44,45,35,1,12
0.8,0.8,0.9,0.8,2,46,40,44,45,35,1,43,26,32,*,2,46,40,44,45,35,1,43,32,40,131
0.6,0.6,0.636364,0.5,46,40,44,45,35,32,40,24,11,10,*,46,40,44,45,35,1,43,32,40,24,172
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,176
0.3,0.3,0.272727,0.3,37,18,,6,6,48,25,51,14,2,*,10,37,37,6,6,49,10,37,37,2,196
0.8,0.8,0.9,0.8,2,46,40,44,45,35,1,43,26,32,*,2,46,40,44,45,35,1,43,32,40,219
1,1,1,1,8,25,51,26,14,2,46,40,44,45,*,8,25,51,26,14,2,46,40,44,45,234
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,25
1,1,1,1,25,51,26,14,2,46,40,44,45,35,*,25,51,26,14,2,46,40,44,45,35,251
0.8,0.8,0.818182,0,26,14,2,46,40,44,45,35,1,43,*,14,2,46,40,44,45,35,1,43,32,256
0.7,0.7,0.727273,0.7,14,2,46,40,44,45,35,19,32,40,*,14,2,46,40,44,45,35,1,43,32,260
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,266
0.1,0.1,0.2,0.1,45,19,32,40,24,11,2,10,6,49,*,45,1,1,43,43,26,11,46,42,10,267
0,0,0.230769,0,32,40,37,6,6,26,14,46,40,32,*,44,45,19,32,24,46,34,37,37,47,291
0.8,0.8,0.875,0.2,46,40,44,45,32,40,24,46,44,37,*,2,46,40,44,45,32,40,24,44,37,296
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,303
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,355
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,380
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,383
0.6,0.6,0.636364,0.6,2,46,40,44,45,35,32,40,24,11,*,2,46,40,44,45,35,1,43,32,40,389
0,0,0.133333,0,26,1,43,42,37,37,18,56,53,29,*,23,54,18,56,11,27,27,,6,6,404
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,447
1,1,1,1,2,46,40,44,45,35,1,43,32,40,*,2,46,40,44,45,35,1,43,32,40,452
0.8,0.8,0.8,0.2,46,40,44,45,35,1,43,26,32,40,*,2,46,40,44,45,35,1,43,32,40,469
1,1,1,1,51,26,14,2,46,40,44,45,35,1,*,51,26,14,2,46,40,44,45,35,1,500
0.4,0.4,0.636364,0,46,40,44,45,35,32,40,24,10,2,*,2,46,40,44,45,35,1,43,32,40,516
0.3,0.3,0.0769231,0.3,6,6,6,50,8,25,51,26,26,14,*,6,6,6,43,27,37,,,19,57,526
0.8,0.8,0.9,0,14,2,46,40,44,45,35,1,43,32,*,2,46,40,44,45,35,1,43,32,40,527
