1,1,1,1,2,46,40,*,2,46,40,124
0.333333,0.333333,0.5,0,2,46,40,*,14,2,46,131
1,1,1,1,2,46,40,*,2,46,40,135
1,1,1,1,2,46,40,*,2,46,40,145
1,1,1,1,51,26,14,*,51,26,14,15
1,1,1,1,46,40,44,*,46,40,44,195
0.333333,0.333333,0.5,0,14,2,46,*,26,14,2,199
1,1,1,1,2,46,40,*,2,46,40,21
1,1,1,1,2,46,40,*,2,46,40,214
1,1,1,1,26,14,2,*,26,14,2,248
1,1,1,1,2,46,40,*,2,46,40,249
1,1,1,1,2,46,40,*,2,46,40,25
1,1,1,1,26,14,2,*,26,14,2,324
1,1,1,1,26,14,2,*,26,14,2,359
1,1,1,1,14,2,46,*,14,2,46,36
1,1,1,1,2,46,40,*,2,46,40,37
1,1,1,1,2,46,40,*,2,46,40,373
1,1,1,1,2,46,40,*,2,46,40,380
1,1,1,1,2,46,40,*,2,46,40,382
1,1,1,1,2,46,40,*,2,46,40,417
1,1,1,1,46,40,44,*,46,40,44,469
1,1,1,1,2,46,40,*,2,46,40,482
0.333333,0.333333,0.5,0.333333,45,35,32,*,45,32,40,483
1,1,1,1,14,2,46,*,14,2,46,493
1,1,1,1,46,40,44,*,46,40,44,516
1,1,1,1,2,46,40,*,2,46,40,518
1,1,1,1,2,10,46,*,2,10,46,534
1,1,1,1,14,2,46,*,14,2,46,537
1,1,1,1,14,2,46,*,14,2,46,55
1,1,1,1,2,46,40,*,2,46,40,554
0,0,0,0,10,37,37,*,32,40,24,556
1,1,1,1,46,40,44,*,46,40,44,566
1,1,1,1,2,46,40,*,2,46,40,579
1,1,1,1,46,40,44,*,46,40,44,587
1,1,1,1,2,46,40,*,2,46,40,59
1,1,1,1,46,40,44,*,46,40,44,591
1,1,1,1,46,40,44,*,46,40,44,598
1,1,1,1,46,40,44,*,46,40,44,600
1,1,1,1,46,40,44,*,46,40,44,619
1,1,1,1,46,40,44,*,46,40,44,620
1,1,1,1,46,40,44,*,46,40,44,626
1,1,1,1,14,2,46,*,14,2,46,633
1,1,1,1,40,44,45,*,40,44,45,666
1,1,1,1,46,40,44,*,46,40,44,667
1,1,1,1,14,2,46,*,14,2,46,674
1,1,1,1,14,2,46,*,14,2,46,686
1,1,1,1,46,40,44,*,46,40,44,696
1,1,1,1,2,46,40,*,2,46,40,699
1,1,1,1,46,40,44,*,46,40,44,708
1,1,1,1,46,40,44,*,46,40,44,714
1,1,1,1,46,40,44,*,46,40,44,740
1,1,1,1,46,40,44,*,46,40,44,742
1,1,1,1,2,46,40,*,2,46,40,743
1,1,1,1,26,14,2,*,26,14,2,76
1,1,1,1,46,40,44,*,46,40,44,771
1,1,1,1,46,40,44,*,46,40,44,774
1,1,1,1,2,46,40,*,2,46,40,785
1,1,1,1,46,40,44,*,46,40,44,790
1,1,1,1,46,40,44,*,46,40,44,808
1,1,1,1,46,40,44,*,46,40,44,818
1,1,1,1,46,40,44,*,46,40,44,821
1,1,1,1,26,14,2,*,26,14,2,827
1,1,1,1,46,40,44,*,46,40,44,833
1,1,1,1,2,46,40,*,2,46,40,838
1,1,1,1,14,2,46,*,14,2,46,852
1,1,1,1,46,40,44,*,46,40,44,857
1,1,1,1,46,40,44,*,46,40,44,863
1,1,1,1,46,40,44,*,46,40,44,864
1,1,1,1,14,2,46,*,14,2,46,877
1,1,1,1,2,46,40,*,2,46,40,888
1,1,1,1,46,40,44,*,46,40,44,897
1,1,1,1,25,51,26,*,25,51,26,901
1,1,1,1,46,40,44,*,46,40,44,915
1,1,1,1,14,2,46,*,14,2,46,97
