0.222222,0.222222,0.333333,0.222222,2,37,6,11,46,10,37,37,47,*,2,15,37,37,31,37,2,37,6,102
0.444444,0.444444,0.363636,0.111111,55,32,40,10,37,37,2,37,9,*,44,45,32,40,10,37,37,47,15,126
0.777778,0.777778,0.8,0,6,50,8,25,51,26,14,2,46,*,50,8,25,51,26,14,2,46,40,13
0.222222,0.222222,0.222222,0.111111,2,35,47,6,6,6,26,14,2,*,19,6,6,6,26,1,1,43,43,130
0,0,0.0625,0,6,50,8,25,51,26,14,2,46,*,32,37,23,2,47,23,54,18,56,137
1,1,1,1,50,8,25,51,26,14,2,46,40,*,50,8,25,51,26,14,2,46,40,153
0.444444,0.444444,0.6,0.444444,47,37,37,37,2,37,2,37,2,*,47,37,2,47,34,37,2,47,6,169
0.333333,0.333333,0.375,0.333333,2,37,19,6,6,6,14,31,46,*,19,6,6,6,6,6,6,44,14,2
0.555556,0.555556,0.7,0.111111,6,50,8,51,26,14,2,46,40,*,6,6,50,8,25,51,26,14,2,211
0,0,0.166667,0,26,37,37,27,37,37,19,6,6,*,6,50,8,25,51,26,14,2,46,212
0.777778,0.777778,0.8,0.555556,50,8,25,51,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,219
0.111111,0.111111,0.0833333,0.111111,47,37,2,6,6,50,8,25,51,*,19,6,6,6,26,1,1,43,43,230
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,24
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,25
1,1,1,1,25,51,26,14,2,46,40,44,45,*,25,51,26,14,2,46,40,44,45,250
0.222222,0.222222,0.454545,0.111111,14,44,45,32,40,46,37,37,2,*,14,40,44,45,35,26,32,40,24,257
0.111111,0.111111,0.142857,0.111111,6,26,1,43,42,37,37,54,19,*,6,6,50,8,25,51,26,14,2,258
0.111111,0.111111,0.230769,0.111111,6,26,14,32,40,37,37,47,37,*,6,50,8,25,51,26,14,2,46,269
0.555556,0.555556,0.714286,0.333333,26,26,37,19,,19,9,,37,*,26,26,32,40,37,19,,19,9,294
0,0,0.222222,0,29,27,37,37,19,6,6,6,25,*,19,6,6,6,26,1,1,43,43,347
0,0,0.153846,0,51,37,23,47,47,47,6,6,50,*,50,8,25,51,26,14,2,46,40,351
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,373
0.333333,0.333333,0.2,0.333333,6,6,6,44,26,14,32,51,37,*,19,6,6,6,26,1,1,43,43,374
1,1,1,1,6,50,8,25,51,26,14,2,46,*,6,50,8,25,51,26,14,2,46,377
0.555556,0.555556,0.636364,0,50,8,25,51,26,14,46,40,44,*,6,50,8,25,51,26,14,2,46,379
0.111111,0.111111,0.2,0.111111,19,,,19,,19,,19,,*,19,6,6,6,6,6,6,44,14,388
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,389
0.777778,0.777778,0.888889,0.111111,6,6,50,8,25,51,26,14,2,*,6,50,8,25,51,26,14,2,46,400
1,1,1,1,50,8,25,51,26,14,2,46,40,*,50,8,25,51,26,14,2,46,40,418
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,434
0.555556,0.555556,0.625,0.111111,6,11,10,37,37,2,15,47,6,*,2,6,11,10,37,37,2,9,9,455
0.777778,0.777778,0.8,0.333333,8,25,51,14,2,46,40,44,45,*,8,25,51,26,14,2,46,40,44,469
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,476
0.777778,0.777778,0.777778,0.666667,26,14,46,40,44,45,35,32,40,*,26,14,46,40,44,45,32,40,37,483
0.777778,0.777778,0.8,0,50,8,25,51,26,14,2,46,40,*,8,25,51,26,14,2,46,40,44,493
0.444444,0.444444,0.285714,0.333333,54,,6,35,6,6,6,37,37,*,12,6,35,6,6,6,6,27,27,499
0,0,0.0909091,0,23,2,47,19,29,29,6,6,6,*,6,6,6,6,50,8,25,51,26,510
0.777778,0.777778,0.8,0,50,8,25,51,26,14,2,46,40,*,8,25,51,26,14,2,46,40,44,523
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,532
1,1,1,1,25,51,26,14,2,46,40,44,45,*,25,51,26,14,2,46,40,44,45,541
0.777778,0.777778,0.8,0,26,14,2,46,40,44,45,35,32,*,51,26,14,2,46,40,44,45,35,544
1,1,1,1,8,25,51,26,14,2,46,40,44,*,8,25,51,26,14,2,46,40,44,547
0,0,0.181818,0,47,21,47,49,28,6,6,26,3,*,19,,19,3,9,45,47,,19,559
