0.3,0.3,0.5,0.2,27,8,8,8,11,3,18,20,9,11,*,7,7,27,8,8,8,9,11,11,11,2830183
1,1,1,1,3,4,4,4,5,6,6,6,7,7,*,3,4,4,4,5,6,6,6,7,7,2884070
0.2,0.2,0.333333,0.2,21,4,5,5,21,21,6,6,7,7,*,21,21,13,11,18,14,5,6,6,6,2917203
0.2,0.2,0.2,0.2,24,20,22,24,5,4,13,11,4,18,*,24,24,24,24,25,5,5,6,24,6,2955625
0,0,0.142857,0,21,22,22,4,4,4,4,5,5,6,*,4,4,4,14,14,14,14,15,15,4,2959723
0.8,0.8,0.8,0.7,6,6,7,7,7,27,8,8,8,9,*,6,6,7,7,7,7,27,8,8,8,2961386
0.1,0.1,0.111111,0.1,6,6,7,7,7,27,8,8,20,18,*,24,24,24,24,24,27,4,4,5,5,2984277
0.6,0.6,0.8,0.5,6,6,7,7,7,27,8,8,8,9,*,6,6,6,7,7,7,7,8,27,8,2998479
0.2,0.2,0.375,0.1,4,4,5,5,6,24,24,4,22,20,*,3,4,4,4,4,5,5,6,6,7,2998842
0.3,0.3,0.714286,0.1,18,4,4,5,6,24,6,24,24,24,*,3,18,20,4,5,5,5,5,6,24,3026543
0.3,0.3,0.5,0.2,5,6,24,24,3,24,24,24,4,4,*,4,5,5,24,24,24,25,25,25,25,3087612
0.5,0.5,0.375,0.4,7,3,18,20,7,7,7,27,8,8,*,6,4,7,7,7,7,27,8,8,8,3095793
0,0,0.428571,0,24,24,24,27,4,4,4,5,6,6,*,6,4,7,7,7,7,27,8,8,8,3113605
1,1,1,1,6,6,6,7,7,7,7,8,27,8,*,6,6,6,7,7,7,7,8,27,8,3142055
0.6,0.6,0.714286,0.5,18,20,6,7,7,7,7,8,27,8,*,3,18,20,7,7,7,27,8,8,8,3166820
0.8,0.8,1,0.8,6,6,6,7,7,7,7,8,27,8,*,6,6,7,7,7,7,8,8,27,8,3258671
0.9,0.9,0.8,0.9,6,6,7,7,7,7,27,8,8,8,*,6,4,7,7,7,7,27,8,8,8,3265011
