0.285714,0.285714,0.166667,0.285714,22,4,4,3,20,20,20,*,4,4,4,5,5,6,6,2832460
0,0,0.125,0,4,4,4,5,5,6,24,*,14,20,18,3,4,4,4,2854000
1,1,1,1,4,4,4,5,5,6,6,*,4,4,4,5,5,6,6,2857143
0.142857,0.142857,0.333333,0.142857,19,3,3,18,19,19,4,*,3,4,3,4,4,5,24,2872584
0.285714,0.285714,0.333333,0.285714,3,4,4,24,4,4,24,*,14,20,18,3,4,4,4,2874224
0.285714,0.285714,0.5,0.285714,4,5,11,4,4,3,18,*,3,4,3,4,4,5,24,2891719
0.285714,0.285714,0.5,0.285714,3,4,4,24,4,4,18,*,14,20,18,3,4,4,4,2899336
0.428571,0.428571,0.6,0.142857,2,3,3,20,20,20,21,*,3,20,20,20,21,21,4,2938665
0,0.142857,0.666667,0,19,19,4,4,3,18,20,*,14,20,18,3,4,4,4,2941603
0.428571,0.428571,1,0.428571,24,4,4,3,4,5,5,*,3,4,3,4,4,5,24,2955625
0,0,0.333333,0,18,18,18,3,20,3,4,*,3,4,3,4,4,5,24,2959106
0,0,0.285714,0,3,5,13,20,3,20,20,*,14,20,18,3,4,4,4,2959723
0.142857,0.142857,0.333333,0,5,2,3,3,3,4,4,*,2,3,18,18,18,3,20,2966701
0.142857,0.142857,0.428571,0.142857,3,3,20,18,19,19,20,*,19,2,3,3,14,4,20,2970345
0,0,0.2,0,2,3,3,4,4,4,3,*,4,4,4,5,5,6,6,3019065
0.285714,0.285714,0.2,0.285714,3,3,4,4,4,5,5,*,3,3,20,20,20,21,21,3022008
0.142857,0.142857,0.428571,0.142857,3,14,4,4,4,5,6,*,14,20,18,3,4,4,4,3074788
0.428571,0.428571,0.5,0.428571,8,3,3,14,4,4,4,*,14,20,18,3,4,4,4,3101255
0.428571,0.428571,0.333333,0.428571,3,4,4,3,4,4,5,*,14,20,18,3,4,4,4,3107031
0.571429,0.571429,0.285714,0.571429,3,4,4,4,4,5,6,*,3,14,4,4,4,20,18,3116141
0.571429,0.571429,0.6,0.571429,3,3,4,4,4,5,20,*,3,4,3,4,4,5,24,3119614
0.142857,0.142857,0.333333,0.142857,3,4,3,20,20,20,21,*,3,3,4,4,5,5,6,3135870
0.428571,0.428571,0.142857,0.428571,3,4,4,4,5,3,4,*,22,4,4,4,17,18,20,3142055
0.285714,0.285714,0.666667,0.285714,2,3,3,18,19,19,20,*,19,3,3,14,20,18,19,3149735
0.285714,0.285714,0.5,0.285714,3,20,20,20,21,21,4,*,14,20,18,3,4,4,4,3178568
0.285714,0.285714,0.5,0.285714,3,3,4,4,4,20,20,*,3,3,20,20,20,21,21,3207862
0.714286,0.714286,0.8,0.571429,3,4,4,4,5,6,24,*,3,4,3,4,4,5,24,3218827
0,0,0,0,19,18,19,19,19,16,20,*,3,4,3,4,4,5,24,3232189
0.285714,0.285714,0.5,0.285714,3,20,20,20,21,21,4,*,14,20,18,3,4,4,4,3237542
0,0,0.4,0,4,4,4,4,20,20,20,*,14,20,18,3,4,4,4,3280093
1,1,1,1,3,3,14,4,4,4,4,*,3,3,14,4,4,4,4,3286102
0.428571,0.428571,0.4,0.285714,18,3,3,3,4,4,4,*,3,4,3,4,4,5,24,3376725
0.428571,0.428571,0.6,0.285714,4,4,4,5,6,24,24,*,3,4,3,4,4,5,24,3383684
0.285714,0.285714,0.5,0.285714,11,3,14,4,4,4,3,*,14,20,18,3,4,4,4,3438592
0.285714,0.285714,0.285714,0.142857,14,20,18,3,4,4,4,*,3,4,3,4,4,5,24,3443689
0.571429,0.571429,0.333333,0.571429,14,4,4,4,4,5,6,*,3,4,3,4,4,5,24,3452185
0.142857,0.142857,0.5,0.142857,3,17,18,18,18,3,14,*,14,20,18,3,4,4,4,3457452
0,0.142857,0.571429,0,3,3,22,20,18,17,4,*,18,18,2,2,3,4,17,3488197
0.571429,0.571429,1,0.285714,24,4,4,3,4,4,5,*,3,4,3,4,4,5,24,3494154
0.285714,0.285714,0.285714,0.285714,36,17,18,3,3,3,3,*,14,20,18,3,4,4,4,3594775
0,0,0.25,0,18,18,18,18,18,3,3,*,3,3,4,4,4,5,5,3597184
0,0,0.25,0,18,18,18,18,18,3,3,*,3,3,4,4,4,5,5,3601105
0.428571,0.428571,0.5,0.428571,4,17,3,4,5,5,6,*,3,4,3,4,4,5,24,3608589
0,0,0.25,0,4,17,18,3,22,20,4,*,3,4,3,4,4,5,24,3620200
0,0,0.5,0,18,18,18,18,3,3,4,*,3,3,4,4,4,5,5,3622039
0.142857,0.142857,0.25,0.142857,17,18,3,22,20,4,4,*,3,4,3,4,4,5,24,3628077
0.571429,0.571429,0.75,0.571429,3,3,4,4,3,4,5,*,3,3,4,4,5,5,6,3637906
0.142857,0.142857,0.285714,0,5,3,4,4,24,24,24,*,14,20,18,3,4,4,4,3642802
0.142857,0.142857,0.25,0.142857,36,18,3,22,20,4,4,*,3,4,3,4,4,5,24,3644413
0.428571,0.428571,0.6,0.428571,3,3,4,4,4,36,5,*,3,4,3,4,4,5,24,3648178
0,0,0.142857,0,4,5,5,24,4,24,3,*,3,20,20,21,20,22,21,3649001
