1,1,1,1,27,8,8,8,*,27,8,8,8,2830183
0,0,0.2,0,24,3,24,27,*,7,27,8,8,2868714
0,0,0.5,0,5,6,24,24,*,6,5,7,7,2874224
0.75,0.75,0.666667,0.75,5,6,6,7,*,6,6,6,7,2891719
0.5,0.5,0.5,0.5,20,5,5,6,*,4,5,6,6,2946363
0.75,0.75,0.5,0.75,7,7,7,27,*,7,7,7,7,2952306
0.5,0.5,0.333333,0.5,24,20,22,24,*,24,24,24,24,2955625
0,0,0,0,6,6,7,7,*,24,24,24,24,2984277
0.25,0.25,0.2,0.25,18,4,4,5,*,22,20,4,4,3026543
0.25,0.25,0.5,0.25,5,6,24,24,*,4,5,5,24,3087612
0.75,0.75,1,0.75,6,7,7,7,*,6,6,7,7,3167203
1,1,1,1,3,4,4,4,*,3,4,4,4,3178568
0.25,0.25,0.333333,0.25,5,6,6,6,*,6,6,7,7,3197502
0,0,0,0,4,4,4,4,*,24,24,24,24,3218827
0.5,0.5,0.5,0.5,3,18,14,4,*,3,4,4,4,3237542
1,1,1,1,6,6,7,7,*,6,6,7,7,3248466
0.5,0.5,0.75,0.25,20,4,5,6,*,4,5,6,6,3292122
0,0,0,0,24,24,25,25,*,6,4,7,7,3306586
0.75,0.75,0.666667,0.75,6,4,7,7,*,6,6,7,7,3330161
0,0,0,0,25,25,25,26,*,24,27,4,4,3383684
0.5,0.5,0.333333,0.5,14,24,3,24,*,24,24,24,24,3388781
0.25,0.25,0.2,0.25,7,20,22,20,*,7,7,27,8,3401947
0.75,0.75,0.666667,0.75,6,4,7,7,*,6,6,7,7,3443689
0,0,0.166667,0,3,18,20,7,*,7,7,27,8,3452185
0.25,0.25,0.25,0.25,24,3,27,4,*,24,24,24,24,3453014
0.75,0.75,0.666667,0.75,6,4,7,7,*,6,6,7,7,3456494
0,0,0,0,6,7,3,18,*,24,24,24,27,3458528
1,1,1,1,6,6,7,7,*,6,6,7,7,3542272
0,0,0.2,0,36,7,7,3,*,7,27,8,8,3566460
0.5,0.5,0.5,0.25,27,8,8,36,*,7,27,8,8,3611865
1,1,1,1,7,7,7,27,*,7,7,7,27,3648178
0,0,0.4,0,22,4,4,5,*,36,18,22,4,3728500
0.5,0.5,1,0.5,6,7,7,37,*,6,7,37,7,3753442
0.75,0.75,1,0.75,6,7,7,7,*,6,6,7,7,3837125
0.5,0.5,0.666667,0.5,5,6,6,7,*,6,6,7,7,3851157
0.5,0.5,0.666667,0.5,5,6,6,7,*,6,6,7,7,3852444
1,1,1,1,4,5,5,6,*,4,5,5,6,3886319
0.5,0.5,0.666667,0.5,6,7,37,7,*,6,6,7,7,3905172
0,0,0,0,24,18,22,20,*,14,4,4,5,3912651
0,0,0,0,28,6,6,7,*,18,22,4,5,3983056
0,0,0,0,6,22,3,3,*,24,24,24,24,3998742
1,1,1,1,6,6,7,7,*,6,6,7,7,4002474
1,1,1,1,6,6,7,7,*,6,6,7,7,4022302
1,1,1,1,6,7,7,7,*,6,7,7,7,4059516
0.75,0.75,0.5,0.75,28,6,6,7,*,5,6,6,7,4095381
0.75,0.75,0.5,0.75,24,24,24,6,*,24,24,24,24,4106295
1,1,1,1,6,6,7,7,*,6,6,7,7,4179549
0,0,0,0,20,20,20,20,*,24,24,24,24,4181492
0.5,0.5,0.333333,0.5,4,4,4,5,*,20,4,4,4,4184598
0.5,0.5,0.333333,0.5,24,24,36,6,*,24,24,24,24,4190319
1,1,1,1,7,7,27,8,*,7,7,27,8,4317392
1,1,1,1,7,7,27,8,*,7,7,27,8,4320126
0.25,0.25,0.666667,0.25,27,8,8,8,*,7,7,27,8,4457188
0.5,0.5,0.666667,0.5,7,7,7,27,*,7,7,27,8,4478451
0.5,0.5,1,0.5,7,27,8,8,*,7,7,27,8,4499247
1,1,1,1,7,7,27,8,*,7,7,27,8,4569458
0.5,0.5,1,0.5,7,27,8,8,*,7,7,27,8,4571002
1,1,1,1,24,24,24,24,*,24,24,24,24,4599434
0,0,0,0,24,24,5,5,*,7,27,8,8,4601407
1,1,1,1,7,7,27,8,*,7,7,27,8,4612442
0,0,0,0,24,24,5,5,*,7,7,27,8,4617358
1,1,1,1,7,7,27,8,*,7,7,27,8,4619896
0.75,0.75,0.75,0.75,6,7,27,8,*,7,7,27,8,4722030
1,1,1,1,7,7,27,8,*,7,7,27,8,4733021
0,0,0,0,28,6,6,7,*,24,24,24,24,4747525
0,0,0,0,6,6,4,7,*,24,24,24,24,4804777
1,1,1,1,7,7,7,27,*,7,7,7,27,4811353
0,0,0,0,24,24,24,5,*,7,7,7,27,4819576
