0.625,0.625,0.333333,0.625,6,6,7,7,7,27,8,8,*,6,6,7,7,7,20,22,20,2830183
0.75,0.75,0.5,0.75,6,6,7,7,7,3,18,20,*,6,6,7,7,7,20,22,20,2857143
0.75,0.75,1,0.625,4,4,4,5,6,6,6,7,*,4,4,5,6,6,6,4,7,3143683
0.25,0.25,0.142857,0.25,4,4,5,5,24,24,24,24,*,4,4,3,18,20,14,4,4,3376725
0.75,0.75,1,0.625,4,4,4,5,6,6,6,7,*,4,4,5,6,6,6,4,7,3387527
0.25,0.25,0.833333,0,4,4,3,18,20,14,24,3,*,3,3,14,4,4,3,18,20,3388781
0.75,0.75,1,0.625,4,4,4,5,6,6,6,7,*,4,4,5,6,6,6,7,7,3399416
0.625,0.625,0.5,0.625,5,6,6,6,7,7,7,7,*,5,6,6,6,7,3,18,20,3407887
0.375,0.375,0.4,0.375,5,5,6,6,7,7,7,27,*,5,5,24,24,24,24,24,27,3606917
0.625,0.625,0.428571,0.375,3,4,4,5,5,6,6,7,*,22,20,4,4,5,5,6,6,3624878
0.5,0.5,0.5,0.5,5,6,6,3,3,4,22,20,*,5,6,6,4,37,7,20,20,3692431
0.875,0.875,0.8,0.875,4,5,5,6,6,7,7,4,*,4,5,5,6,6,7,7,22,3736131
0.75,0.75,0.8,0.375,18,3,3,3,4,22,20,4,*,3,3,3,4,22,20,4,4,3741124
0.25,0.25,0.666667,0,20,22,4,4,5,5,6,6,*,4,5,5,6,6,7,7,22,3852444
0.625,0.625,0.666667,0.375,4,4,5,28,6,6,7,7,*,20,4,4,5,5,6,6,7,4119215
0.125,0.125,0.428571,0,22,4,4,5,28,6,6,7,*,4,5,28,24,24,24,24,24,4189633
1,1,1,1,5,28,6,6,7,7,7,27,*,5,28,6,6,7,7,7,27,4239070
0.625,0.625,0.5,0.625,5,28,6,6,7,7,7,27,*,5,24,6,6,6,7,7,7,4257337
0.125,0.125,0.142857,0.125,28,24,24,24,24,24,5,5,*,28,6,6,7,7,7,27,8,4290084
0.625,0.625,0.5,0.625,5,28,6,6,7,7,7,27,*,5,24,6,6,6,7,7,7,4292909
0.75,0.75,1,0.625,6,6,7,7,7,27,8,8,*,6,6,6,7,7,7,27,8,4312693
1,1,1,1,5,28,6,6,7,7,7,27,*,5,28,6,6,7,7,7,27,4322716
0,0,0.166667,0,24,24,24,24,24,5,5,6,*,6,6,6,7,7,7,27,8,4506906
0.75,0.75,0.8,0.5,6,4,6,7,7,7,27,8,*,6,6,7,7,7,27,8,8,4544653
0.125,0.125,0.25,0.125,4,4,4,5,28,24,24,24,*,3,10,29,28,28,11,4,4,4565008
0.125,0.125,0.25,0.125,4,4,4,5,28,24,24,24,*,3,10,29,28,28,11,4,4,4567840
1,1,1,1,28,6,6,7,7,7,27,8,*,28,6,6,7,7,7,27,8,4583906
0.125,0.125,0.25,0.125,4,4,4,5,28,24,24,24,*,3,10,29,28,28,11,4,4,4599434
0.75,0.75,1,0.75,5,28,6,6,7,7,27,7,*,5,28,6,6,7,7,7,27,4606518
1,1,1,1,5,28,6,6,7,7,7,27,*,5,28,6,6,7,7,7,27,4641166
1,1,1,1,5,28,6,6,7,7,7,27,*,5,28,6,6,7,7,7,27,4648847
0.75,0.75,1,0.75,28,6,6,7,7,27,7,8,*,28,6,6,7,7,7,27,8,4651550
1,1,1,1,5,28,6,6,7,7,7,27,*,5,28,6,6,7,7,7,27,4660602
0.625,0.625,0.5,0.5,28,6,6,7,7,7,27,8,*,24,6,6,6,7,7,7,27,4691712
1,1,1,1,28,6,6,7,7,7,27,8,*,28,6,6,7,7,7,27,8,4694875
0.75,0.75,0.666667,0.75,5,24,6,6,7,6,7,27,*,5,28,6,6,7,7,7,27,4722030
0,0,0,0,4,28,6,6,7,7,7,27,*,20,20,20,20,21,22,21,24,4762141
1,1,1,1,4,5,28,6,6,7,7,7,*,4,5,28,6,6,7,7,7,4784091
1,1,1,1,4,5,28,6,6,7,7,7,*,4,5,28,6,6,7,7,7,4785864
0,0,0,0,28,6,6,7,7,7,27,27,*,20,20,20,20,21,22,21,24,4827106
0.75,0.75,0.666667,0.375,5,28,6,6,7,7,7,27,*,4,5,28,6,6,7,7,7,4863262
1,1,1,1,4,5,28,6,6,7,7,7,*,4,5,28,6,6,7,7,7,4864598
0,0,0.125,0,24,6,6,7,7,6,27,8,*,20,20,20,20,21,22,21,24,4867412
0.75,0.75,0.666667,0.75,4,3,3,4,4,5,24,6,*,4,3,3,4,4,5,28,24,4902429
