1,1,1,1,6,*,6,2833073
0,0,0,0,18,*,24,2929114
0,0,0,0,5,*,4,3074788
1,1,1,1,4,*,4,3143683
1,1,1,1,4,*,4,3148308
1,1,1,1,5,*,5,3452185
1,1,1,1,4,*,4,3452584
1,1,1,1,4,*,4,3479896
0,0,0,0,3,*,18,3597184
1,1,1,1,5,*,5,3604677
1,1,1,1,4,*,4,3853149
1,1,1,1,4,*,4,3905172
0,0,0,0,17,*,3,3934376
1,1,1,1,4,*,4,3995764
0,0,0,0,20,*,22,4022302
1,1,1,1,6,*,6,4029139
0,0,0,0,6,*,24,4060600
1,1,1,1,6,*,6,4062624
0,0,0,0,4,*,22,4106295
0,0,0,0,20,*,4,4108657
1,1,1,1,5,*,5,4242727
1,1,1,1,5,*,5,4322716
1,1,1,1,4,*,4,4337049
1,1,1,1,5,*,5,4376052
0,0,0,0,22,*,20,4472713
1,1,1,1,5,*,5,4495310
1,1,1,1,4,*,4,4565008
0,0,0,0,24,*,6,4601407
0,0,0,0,28,*,24,4608716
1,1,1,1,4,*,4,4734496
1,1,1,1,4,*,4,4782403
0,0,0,0,28,*,24,4827106
1,1,1,1,3,*,3,4829983
0,0,0,0,5,*,4,4863262
1,1,1,1,4,*,4,4864598
1,1,1,1,4,*,4,4873044
1,1,1,1,4,*,4,4922974
1,1,1,1,24,*,24,4959649
0,0,0,0,5,*,4,4960526
1,1,1,1,4,*,4,4971943
0,0,0,0,4,*,5,5086175
0,0,0,0,5,*,4,5146211
0,0,0,0,5,*,4,5186287
1,1,1,1,5,*,5,5211612
1,1,1,1,24,*,24,5260926
1,1,1,1,5,*,5,5290260
0,0,0,0,5,*,4,5303092
1,1,1,1,5,*,5,5367672
0,0,0,0,4,*,5,5736255
0,0,0,0,20,*,21,5772892
1,1,1,1,5,*,5,5817005
1,1,1,1,5,*,5,5829130
1,1,1,1,24,*,24,5910758
1,1,1,1,24,*,24,5951292
1,1,1,1,5,*,5,5952610
1,1,1,1,24,*,24,5961714
0,0,0,0,24,*,6,6224787
1,1,1,1,20,*,20,6297689
1,1,1,1,4,*,4,6364598
1,1,1,1,6,*,6,6501345
1,1,1,1,6,*,6,6641576
1,1,1,1,6,*,6,6743180
1,1,1,1,6,*,6,6745647
0,0,0,0,24,*,6,6974458
1,1,1,1,24,*,24,6988222
1,1,1,1,5,*,5,7024496
1,1,1,1,6,*,6,7163104
0,0,0,0,6,*,24,7603415
0,0,0,0,6,*,24,7611323
1,1,1,1,24,*,24,7711919
1,1,1,1,24,*,24,7835964
0,0,0,0,6,*,24,7859011
0,0,0,0,24,*,6,7865622
1,1,1,1,24,*,24,7874918
0,0,0,0,24,*,6,8261955
0,0,0,0,6,*,24,8320951
0,0,0,0,11,*,6,8365797
1,1,1,1,24,*,24,8476182
1,1,1,1,7,*,7,8621787
1,1,1,1,27,*,27,8632892
