0.333333,0.333333,0.333333,0.333333,4,4,4,*,4,5,24,2825088
0.666667,0.666667,0.5,0.666667,22,4,4,*,4,4,4,2832460
0.666667,0.666667,0.5,0.666667,4,4,18,*,4,4,4,2840219
1,1,1,1,4,4,4,*,4,4,4,2847603
1,1,1,1,4,4,4,*,4,4,4,2854000
1,1,1,1,3,4,4,*,3,4,4,2902319
0.666667,0.666667,0.5,0.666667,4,4,24,*,4,4,4,2902671
0,0,0.333333,0,3,3,20,*,18,18,3,2929114
0.666667,0.666667,0.666667,0.666667,3,20,4,*,3,4,4,2937457
0.333333,0.333333,0.2,0.333333,3,5,13,*,3,14,4,2959723
0.333333,0.333333,0.666667,0,4,3,4,*,3,4,36,2984277
0.333333,0.333333,0.5,0.333333,18,18,18,*,18,3,3,3026543
1,1,1,1,18,3,3,*,18,3,3,3087612
0,0,0,0,20,3,4,*,14,19,19,3169120
0,0,0,0,19,18,19,*,3,4,36,3232189
1,1,1,1,14,20,18,*,14,20,18,3265011
1,1,1,1,14,20,18,*,14,20,18,3399416
1,1,1,1,14,20,18,*,14,20,18,3423564
0.333333,0.333333,0.25,0.333333,3,4,4,*,3,18,19,3438908
0,0,0,0,4,4,4,*,14,20,18,3453014
0,0,0,0,4,3,18,*,19,19,19,3487733
0.666667,0.666667,0.333333,0.666667,22,4,4,*,24,4,4,3508609
0,0,0,0,4,4,4,*,19,19,19,3533366
0,0,0,0,18,18,18,*,3,3,3,3582804
1,1,1,1,3,3,4,*,3,3,4,3626809
0.333333,0.333333,0.666667,0.333333,3,3,4,*,3,4,36,3645961
0,0,0,0,18,18,18,*,3,3,4,3759564
0.666667,0.666667,0.5,0.666667,3,3,3,*,3,3,4,3837125
0,0,0,0,36,17,3,*,4,4,4,3837737
0,0,0.2,0,17,18,4,*,3,4,36,3866152
0,0,0,0,36,17,10,*,4,4,4,3888328
0.333333,0.333333,0.333333,0.333333,4,36,17,*,4,4,4,3930617
0.666667,0.666667,0.5,0.666667,3,4,4,*,4,4,4,3959188
0.333333,0.333333,0.333333,0.333333,4,21,22,*,4,4,4,3999520
1,1,1,1,4,4,4,*,4,4,4,4060600
0,0,0,0,3,17,36,*,14,20,18,4074896
1,1,1,1,4,4,4,*,4,4,4,4121217
0.333333,0.333333,0.5,0.333333,4,20,20,*,4,4,4,4131861
1,1,1,1,18,3,3,*,18,3,3,4184598
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,4235729
1,1,1,1,3,4,3,*,3,4,3,4292909
0.333333,0.333333,1,0,4,3,4,*,3,4,3,4308848
0,0,0.25,0,18,2,3,*,3,3,4,4315761
0.333333,0.333333,1,0.333333,4,3,3,*,3,4,3,4320126
0.333333,0.333333,1,0.333333,4,3,3,*,3,4,3,4322716
1,1,1,1,3,4,3,*,3,4,3,4336913
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,4457188
0,0,0,0,21,20,20,*,3,4,3,4472713
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,4474902
1,1,1,1,3,4,3,*,3,4,3,4517870
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,4518489
0.666667,0.666667,0.666667,0.666667,3,4,18,*,3,4,3,4567702
1,1,1,1,18,3,3,*,18,3,3,4598588
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,4601407
0.333333,0.333333,1,0,4,3,4,*,3,4,3,4692256
0.333333,0.333333,1,0,4,3,4,*,3,4,3,4695582
0.333333,0.333333,1,0.333333,4,3,3,*,3,4,3,4733021
0.666667,0.666667,1,0.666667,18,18,3,*,18,3,3,4747525
0.333333,0.333333,1,0.333333,3,4,3,*,3,3,4,4774824
0.333333,0.333333,1,0.333333,3,4,3,*,3,3,4,4784091
0,0,0,0,18,18,18,*,3,3,3,4804777
0.666667,0.666667,1,0.666667,3,4,4,*,3,3,4,4809047
0.333333,0.333333,0.5,0.333333,2,3,5,*,4,3,2,4811268
0.666667,0.666667,0.666667,0.666667,3,4,2,*,3,4,3,4811353
0.333333,0.333333,1,0.333333,3,4,3,*,3,3,4,4819576
0.666667,0.666667,1,0.666667,3,4,4,*,3,3,4,4827106
0.333333,0.333333,0.333333,0.333333,2,3,3,*,3,4,3,4870609
0,0,0,0,18,18,18,*,3,3,4,4873044
0.333333,0.333333,1,0,3,2,4,*,4,3,2,4879346
0,0,0,0,18,18,18,*,3,3,4,4902429
0.333333,0.333333,1,0.333333,3,4,3,*,3,3,4,4933123
0.666667,0.666667,1,0.666667,3,4,4,*,3,3,4,4958200
0.333333,0.333333,1,0.333333,3,4,3,*,3,3,4,4971943
0.666667,0.666667,0.333333,0.666667,3,3,17,*,3,3,4,5028023
1,1,1,1,3,3,4,*,3,3,4,5061832
1,1,1,1,3,3,4,*,3,3,4,5143670
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,5219461
0,0,0.2,0,3,2,4,*,4,5,24,5243074
0.333333,0.333333,1,0.333333,3,3,4,*,3,4,3,5248926
0,0,0,0,16,17,17,*,14,20,18,5259517
0,0,0.2,0,2,3,4,*,4,5,24,5262289
0.333333,0.333333,0.25,0.333333,3,16,18,*,3,4,3,5266341
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,5303092
1,1,1,1,3,4,3,*,3,4,3,5320594
0,0,0,0,3,18,19,*,4,5,24,5733082
0.666667,0.666667,0.666667,0.666667,3,4,24,*,3,4,3,5736755
0.333333,0.333333,1,0.333333,3,3,4,*,3,4,3,5746246
0.333333,0.333333,1,0.333333,3,3,4,*,3,4,3,5768313
1,1,1,1,3,4,3,*,3,4,3,5805909
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,5910758
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,5954716
1,1,1,1,3,4,3,*,3,4,3,5959967
0.333333,0.333333,1,0.333333,3,3,4,*,3,4,3,5968613
0.333333,0.333333,1,0.333333,3,3,4,*,3,4,3,5970052
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,6009653
0,0,0.333333,0,3,4,4,*,2,3,3,6105253
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,6168136
0.333333,0.333333,0.5,0,5,24,6,*,4,5,24,6171838
1,1,1,1,4,5,24,*,4,5,24,6241110
0,0,0.25,0,4,21,22,*,3,4,3,6297689
0.333333,0.333333,0.5,0.333333,18,18,18,*,18,3,3,6364598
0,0,0.25,0,4,21,22,*,3,4,3,6371605
0,0,0.2,0,21,24,22,*,4,5,24,6453499
0.666667,0.666667,0.5,0.666667,3,3,4,*,3,3,3,6479298
0,0,0,0,10,29,29,*,4,5,24,6518750
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,6672485
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,6745647
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,6824316
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,6934897
0.333333,0.333333,0.333333,0.333333,4,4,11,*,3,4,3,6975241
0.333333,0.333333,0.5,0.333333,4,4,4,*,3,4,3,7030598
0,0,0.25,0,4,5,24,*,3,4,3,7077803
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,7079364
0.666667,0.666667,1,0.666667,3,4,4,*,3,4,3,7083564
1,1,1,1,4,5,24,*,4,5,24,7144878
0.333333,0.333333,0.666667,0.333333,4,4,5,*,4,5,24,7290381
0.333333,0.333333,0.5,0.333333,18,18,18,*,18,3,3,7469823
0.666667,0.666667,1,0.666667,4,2,4,*,2,2,4,7490199
1,1,1,1,2,2,4,*,2,2,4,7641047
1,1,1,1,4,5,24,*,4,5,24,7716906
0.333333,0.333333,0.666667,0.333333,4,2,24,*,2,2,4,8050401
0.666667,0.666667,0.666667,0.666667,2,4,4,*,2,4,5,8069015
0.333333,0.333333,0.25,0.333333,2,4,4,*,3,4,5,8261955
0.333333,0.333333,0.666667,0,2,4,5,*,4,2,4,8283472
0.333333,0.333333,0.5,0,2,4,5,*,4,5,24,8315576
0.333333,0.333333,0.25,0.333333,2,18,19,*,2,2,4,8482478
0.666667,0.666667,0.333333,0.666667,36,4,4,*,2,4,4,8501336
0.333333,0.333333,0.666667,0.333333,2,4,5,*,2,2,4,8598168
0.333333,0.333333,0.666667,0.333333,3,4,2,*,4,2,2,8783154
0.666667,0.666667,1,0.666667,2,2,4,*,4,2,4,8860525
1,1,1,1,2,2,4,*,2,2,4,9053509
