0.6,0.6,0.5,0.4,27,8,8,8,11,*,7,27,8,8,8,2830183
0.6,0.6,0.5,0.4,27,8,8,8,3,*,7,27,8,8,8,2833073
0.8,0.8,0.666667,0.8,6,7,7,7,7,*,6,4,7,7,7,3086223
1,1,1,1,3,4,4,4,5,*,3,4,4,4,5,3178568
1,1,1,1,6,4,7,7,7,*,6,4,7,7,7,3219826
1,1,1,1,6,4,7,7,7,*,6,4,7,7,7,3330161
0.4,0.4,0.5,0.2,24,27,4,20,22,*,24,3,27,4,4,3334456
1,1,1,1,6,6,7,7,7,*,6,6,7,7,7,3387527
1,1,1,1,6,6,7,7,7,*,6,6,7,7,7,3388444
0,0,0.166667,0,3,18,20,7,7,*,7,7,7,27,8,3452185
1,1,1,1,6,4,7,7,7,*,6,4,7,7,7,3452584
1,1,1,1,6,6,7,7,7,*,6,6,7,7,7,3529170
0.2,0.2,0.166667,0.2,24,6,4,4,5,*,24,10,24,24,25,3588647
0.6,0.6,0.5,0.4,20,4,4,4,5,*,22,20,4,4,4,3597184
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,3606917
0.8,0.8,0.666667,0.8,6,6,7,37,7,*,6,6,7,7,7,3613048
0.4,0.4,1,0.4,6,6,7,7,37,*,6,7,37,7,7,3628077
1,1,1,1,6,7,7,7,27,*,6,7,7,7,27,3644413
0.2,0.2,0.333333,0.2,4,22,20,37,7,*,7,20,20,20,21,3692431
0.6,0.6,0.666667,0.6,6,6,7,7,7,*,5,6,6,7,7,3944991
0.6,0.6,0.5,0.4,7,27,8,8,8,*,27,8,8,8,9,4023204
0.8,0.8,0.5,0.8,28,6,6,7,7,*,5,6,6,7,7,4095381
0.2,0.2,0.2,0.2,27,20,20,20,21,*,27,8,8,8,9,4121217
0.6,0.6,0.666667,0.6,6,6,7,7,7,*,5,6,6,7,7,4179549
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4242727
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4257337
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4317392
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4336913
0.6,0.6,0.5,0.4,27,8,8,8,9,*,7,27,8,8,8,4493747
0.6,0.6,0.5,0.6,24,24,24,3,3,*,24,24,24,24,24,4565008
0.6,0.6,1,0.6,7,27,8,8,8,*,7,7,27,8,8,4583906
1,1,1,1,24,24,24,24,24,*,24,24,24,24,24,4599434
1,1,1,1,7,27,8,8,8,*,7,27,8,8,8,4606722
0.6,0.6,1,0.6,7,27,8,8,8,*,7,7,27,8,8,4613132
0.8,0.8,0.75,0.8,7,7,27,8,9,*,7,7,27,8,8,4621666
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4640117
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4641166
0,0,0,0,18,19,19,19,19,*,24,24,5,5,6,4653530
0.6,0.6,1,0.6,7,27,8,8,8,*,7,7,27,8,8,4692256
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4726584
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,4762141
0.8,0.8,0.75,0.8,7,7,27,8,8,*,7,6,27,8,8,4809047
0.6,0.6,0.75,0.6,7,27,27,28,8,*,7,27,8,8,8,4827106
0.8,0.8,0.5,0.8,6,27,8,8,8,*,7,27,8,8,8,4828477
0.6,0.6,0.666667,0.6,24,24,24,5,5,*,24,24,5,5,6,4834967
0.6,0.6,1,0.6,7,7,7,27,8,*,7,7,27,8,8,4884917
0.6,0.6,0.333333,0.6,24,5,20,20,20,*,20,20,20,20,20,4959649
1,1,1,1,6,6,6,7,7,*,6,6,6,7,7,5042955
0.8,0.8,0.666667,0.8,6,6,6,7,7,*,6,6,4,7,7,5106291
0.6,0.6,0.666667,0.6,6,6,7,7,7,*,6,7,7,7,27,5143670
0.6,0.6,0.75,0.6,7,7,3,27,8,*,7,7,27,8,8,5219461
0.2,0.2,0.5,0.2,6,7,7,7,27,*,7,7,27,8,8,5235306
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,5260926
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5273430
0.2,0.2,0.25,0.2,6,7,6,7,7,*,7,7,7,27,8,5299703
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5320594
1,1,1,1,24,24,24,24,25,*,24,24,24,24,25,5343209
0,0,0,0,20,20,20,21,21,*,24,24,24,24,25,5377651
1,1,1,1,24,24,24,24,25,*,24,24,24,24,25,5736255
0.6,0.6,0.5,0.4,6,7,7,7,27,*,7,7,7,27,8,5808114
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5810626
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5829130
0.6,0.6,1,0.6,7,7,27,8,8,*,7,7,7,27,8,5838789
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5912784
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,5956048
0.6,0.6,1,0.6,7,7,27,8,8,*,7,7,7,27,8,5961714
1,1,1,1,7,7,7,27,8,*,7,7,7,27,8,6008161
1,1,1,1,7,7,27,8,8,*,7,7,27,8,8,6009005
0.6,0.6,0.75,0.4,8,8,9,31,35,*,8,8,8,9,31,6171838
0.4,0.4,0.2,0.4,24,24,24,25,6,*,24,24,11,11,13,6224787
0.6,0.6,1,0.6,24,25,6,24,6,*,25,24,6,24,6,6270958
1,1,1,1,6,6,7,7,7,*,6,6,7,7,7,6277419
1,1,1,1,7,27,8,8,8,*,7,27,8,8,8,6279562
0.6,0.6,1,0.6,7,7,27,8,8,*,7,7,7,27,8,6434620
1,1,1,1,8,8,8,9,31,*,8,8,8,9,31,6501345
1,1,1,1,7,27,8,8,8,*,7,27,8,8,8,6743180
1,1,1,1,7,27,8,8,8,*,7,27,8,8,8,6824316
1,1,1,1,7,27,8,8,8,*,7,27,8,8,8,6985928
