0.333333,0.333333,0.5,0.333333,18,18,18,3,3,24,*,18,3,3,3,4,4,2817543
1,1,1,1,4,4,4,5,5,6,*,4,4,4,5,5,6,2833073
0.5,0.5,0.4,0.333333,4,4,3,4,18,5,*,4,4,4,5,5,6,2847199
0.5,0.5,0.5,0.5,3,4,4,24,4,4,*,3,14,4,4,4,3,2874224
0.166667,0.333333,0.4,0.166667,4,4,4,4,3,4,*,14,20,18,3,4,4,2904023
0.5,0.5,0.75,0.333333,3,3,20,4,4,18,*,18,3,3,3,4,4,2929114
0.166667,0.166667,0.5,0.166667,2,3,3,20,3,4,*,14,20,18,3,4,4,2931527
0.166667,0.166667,0.2,0.166667,18,3,4,4,4,4,*,4,4,4,5,5,6,2952306
0.666667,0.666667,0.666667,0.5,3,4,4,3,4,4,*,3,4,3,4,4,5,2953434
0,0,0.2,0,18,18,18,3,20,3,*,3,4,3,4,4,5,2959106
0,0,0.166667,0,19,3,20,18,19,19,*,3,4,3,4,4,5,3006624
0.166667,0.166667,0.333333,0.166667,3,4,4,4,4,5,*,14,20,18,3,4,4,3027880
0.166667,0.166667,0.5,0.166667,3,14,4,4,4,5,*,14,20,18,3,4,4,3074788
0.333333,0.333333,0.8,0,3,3,14,20,18,3,*,14,20,18,3,4,4,3084709
0.166667,0.166667,0.25,0.166667,3,3,4,4,4,4,*,3,20,20,20,21,21,3115575
0.666667,0.666667,1,0.666667,3,4,4,4,5,3,*,3,4,4,4,4,5,3142055
0.333333,0.333333,0.333333,0.166667,14,20,18,3,4,4,*,3,4,3,4,4,5,3143683
0.333333,0.333333,0.333333,0.166667,14,20,18,3,4,4,*,3,4,3,4,4,5,3148308
0.166667,0.166667,0.333333,0.166667,3,3,4,4,4,5,*,14,20,18,3,4,4,3168727
0.166667,0.166667,0.333333,0.166667,3,3,14,4,20,18,*,3,17,18,18,18,3,3197502
0.166667,0.166667,0.2,0.166667,3,20,20,20,21,21,*,3,4,3,4,4,5,3262171
0.5,0.5,0.4,0.333333,4,4,3,18,4,20,*,24,4,4,3,4,4,3282104
0.666667,0.666667,0.75,0.666667,18,18,3,14,4,4,*,18,3,3,3,4,4,3311607
0.166667,0.166667,0.333333,0.166667,3,3,14,4,4,4,*,18,18,3,4,17,5,3319822
0.333333,0.333333,0.333333,0.166667,14,18,20,3,4,4,*,3,4,3,4,4,5,3334996
1,1,1,1,14,20,18,3,4,4,*,14,20,18,3,4,4,3372409
0.333333,0.333333,0.4,0.166667,4,4,4,5,6,24,*,3,4,3,4,4,5,3383684
0,0,1,0,3,4,4,14,20,18,*,14,20,18,3,4,4,3396308
0,0,0,0,14,18,19,19,20,15,*,3,4,3,4,4,5,3415302
0.666667,0.666667,0.5,0.666667,14,4,4,4,4,5,*,3,4,3,4,4,5,3452185
0.333333,0.333333,0.333333,0.166667,14,20,18,3,4,4,*,3,4,3,4,4,5,3452584
1,1,1,1,14,20,18,3,4,4,*,14,20,18,3,4,4,3459618
0.666667,0.666667,0.5,0.5,14,4,4,4,4,5,*,3,14,4,4,4,4,3465207
1,1,1,1,14,20,18,3,4,4,*,14,20,18,3,4,4,3469330
0.5,0.5,0.5,0.333333,18,3,3,3,4,4,*,3,4,3,4,4,5,3479896
0.333333,0.333333,0.166667,0.333333,22,4,4,4,17,18,*,3,4,3,4,4,5,3508609
0,0,0.333333,0,4,14,20,18,3,4,*,3,4,3,4,4,5,3542272
0,0,0.25,0,18,18,18,18,18,3,*,3,3,4,4,5,5,3597184
0.833333,0.833333,1,0.833333,3,3,4,4,4,5,*,3,3,4,4,5,5,3604677
0.5,0.5,0.75,0.5,4,17,3,4,5,5,*,3,4,3,4,4,5,3608589
0.333333,0.333333,0.5,0.166667,4,4,4,5,5,6,*,3,4,3,4,4,5,3611865
0,0,0.285714,0,4,17,18,3,22,20,*,3,4,3,4,4,5,3620200
0.166667,0.166667,0.285714,0.166667,36,18,3,22,20,4,*,3,4,3,4,4,5,3644413
0.833333,0.833333,0.75,0.833333,3,4,36,4,4,5,*,3,4,3,4,4,5,3651397
0.333333,0.333333,0.333333,0.333333,3,3,22,20,4,5,*,3,2,2,20,20,20,3715655
0.333333,0.333333,0.333333,0.333333,3,2,3,4,22,20,*,3,3,4,4,4,5,3790242
0,0,0.333333,0,22,4,5,2,4,3,*,3,2,2,20,20,20,3833062
0.166667,0.166667,0.2,0.166667,3,3,4,4,5,5,*,3,2,2,20,20,20,3833827
0.166667,0.166667,0.333333,0,36,17,4,3,3,20,*,3,4,3,4,4,5,3852444
0.5,0.5,0.4,0.166667,36,17,4,3,4,4,*,3,4,3,4,4,5,3853149
0.333333,0.333333,0.2,0.333333,18,18,3,3,36,17,*,3,4,3,3,4,4,3854674
0.166667,0.166667,0.285714,0,4,3,36,17,18,22,*,3,4,3,4,4,5,3862810
0.166667,0.166667,0.285714,0.166667,17,18,3,22,20,4,*,3,4,3,4,4,5,3905172
0,0,0.25,0,20,4,5,5,6,7,*,22,20,2,2,3,4,3933818
0.333333,0.333333,0.2,0.333333,18,3,3,3,36,17,*,3,4,3,3,4,4,3934376
0.333333,0.333333,0.666667,0.333333,3,4,4,4,5,5,*,3,4,3,3,4,4,3959188
0.166667,0.166667,0.125,0.166667,22,21,36,17,18,3,*,19,19,19,4,18,19,3971688
0.5,0.5,0.5,0.5,18,18,3,3,2,3,*,18,3,3,3,4,4,3987090
0.166667,0.166667,0.285714,0.166667,36,17,3,22,20,4,*,3,4,3,4,4,5,3995764
0.166667,0.166667,0.375,0.166667,4,36,17,3,22,20,*,14,20,18,3,4,4,4002474
0,0,0.285714,0,4,36,17,3,22,20,*,3,4,3,4,4,5,4022302
0.333333,0.333333,0.4,0.166667,4,4,4,5,28,6,*,3,4,3,4,4,5,4029139
0,0,0.125,0,4,4,5,4,36,17,*,14,20,18,3,4,4,4054927
0.166667,0.166667,0.285714,0.166667,3,22,20,36,17,4,*,3,4,3,4,4,5,4059516
0.333333,0.333333,0.5,0.166667,4,4,4,5,5,6,*,3,4,3,4,4,5,4060600
0.333333,0.333333,0.4,0.166667,4,4,4,5,28,6,*,3,4,3,4,4,5,4062624
0,0,0.125,0,17,18,19,19,19,16,*,14,20,18,3,4,4,4089231
0.5,0.5,0.4,0.5,3,4,36,17,4,4,*,3,4,3,4,4,5,4106295
0.166667,0.166667,0.142857,0.166667,36,17,3,3,22,20,*,3,4,3,4,4,5,4108657
0.333333,0.333333,0.285714,0.333333,3,4,36,18,22,20,*,3,4,3,4,4,5,4126409
1,1,1,1,3,4,3,4,4,5,*,3,4,3,4,4,5,4242727
0.666667,0.666667,1,0.666667,3,3,4,4,4,5,*,3,4,3,4,4,5,4302151
0.666667,0.666667,1,0.666667,4,3,3,4,4,5,*,3,4,3,4,4,5,4322716
0.5,0.5,0.5,0.333333,18,3,3,3,4,4,*,3,4,3,4,4,5,4337049
