1,1,1,1,7,7,27,8,8,8,9,11,11,*,7,7,27,8,8,8,9,11,11,2782209
1,1,1,1,7,7,27,8,8,8,9,11,11,*,7,7,27,8,8,8,9,11,11,2840553
0.777778,0.777778,1,0.777778,6,6,7,7,7,27,8,8,8,*,6,6,7,7,7,7,27,8,8,2875758
0.333333,0.333333,1,0.111111,5,6,24,24,24,24,27,4,4,*,24,24,24,27,4,4,4,5,6,2931527
0.111111,0.111111,0.25,0.111111,6,6,7,7,7,27,8,8,8,*,6,24,24,24,24,18,20,27,4,2937457
0.222222,0.222222,0.222222,0.222222,24,20,22,24,5,4,13,11,4,*,24,24,24,24,25,5,5,6,24,2955625
0,0,0.125,0,5,5,6,6,7,7,7,27,8,*,6,19,19,19,18,19,19,20,19,2959106
0.666667,0.666667,0.666667,0.666667,3,4,4,4,5,5,6,24,24,*,3,4,4,4,5,6,6,6,7,2992191
0.444444,0.444444,0.428571,0.444444,6,24,24,24,24,27,4,4,20,*,24,24,24,27,4,3,4,4,5,3019065
0.555556,0.555556,0.6,0.333333,5,6,6,6,7,7,7,7,27,*,6,6,7,7,7,7,27,8,8,3084709
0.777778,0.777778,0.875,0.444444,21,21,13,11,18,14,5,6,6,*,21,13,11,18,14,4,5,6,6,3115575
0.111111,0.111111,0.428571,0.111111,6,24,24,24,27,4,4,4,5,*,6,4,7,7,7,7,27,8,8,3130787
0.555556,0.555556,0.714286,0.444444,18,20,6,7,7,7,7,8,27,*,3,18,20,7,7,7,27,8,8,3166820
0.777778,0.777778,0.6,0.555556,5,6,6,6,7,7,7,7,27,*,4,5,6,6,6,7,7,7,7,3225456
0.333333,0.333333,0.5,0.333333,24,27,4,4,4,5,6,6,6,*,24,24,24,24,25,5,5,6,24,3238727
0.555556,0.555556,0.6,0.333333,6,6,7,7,7,7,27,8,8,*,5,6,6,6,7,7,7,7,27,3248466
1,1,1,1,6,6,7,7,7,7,27,8,8,*,6,6,7,7,7,7,27,8,8,3265011
0.777778,0.777778,0.8,0.555556,20,4,5,6,6,6,7,7,7,*,4,5,6,6,6,7,7,7,7,3292122
0.222222,0.222222,0.25,0.222222,27,4,4,4,5,6,6,6,14,*,24,5,5,6,28,6,6,7,7,3307452
0.333333,0.333333,0.375,0.222222,6,7,3,18,20,7,7,7,27,*,6,4,7,7,7,7,27,8,8,3319822
