0,0,0.333333,0,20,4,4,3,4,*,36,17,3,22,20,2797217
0.4,0.4,0.333333,0.4,4,24,4,4,4,*,4,4,4,5,5,2802160
0.4,0.4,0.2,0.4,22,4,4,3,20,*,4,4,4,5,5,2832460
0.4,0.4,0.5,0.4,4,4,5,18,20,*,4,4,4,5,5,2838476
0.6,0.6,0.666667,0.6,3,4,4,4,5,*,4,4,4,5,5,2846764
1,1,1,1,4,4,4,5,5,*,4,4,4,5,5,2857143
0.6,0.6,1,0.6,5,4,4,4,5,*,4,4,4,5,5,2868276
0.2,0.2,0.25,0.2,3,20,20,20,21,*,3,4,3,4,4,2884070
0.4,0.4,0.5,0.4,3,3,20,4,4,*,18,3,3,3,4,2929114
0,0,0.333333,0,2,3,3,20,3,*,14,20,18,3,4,2931527
0,0,0.5,0,5,2,3,3,3,*,3,4,4,4,5,2966701
0.4,0.4,0.333333,0.4,3,3,20,20,20,*,3,3,4,4,4,2998842
0.2,0.2,0.333333,0.2,24,3,4,4,4,*,14,20,18,3,4,3006903
0.4,0.4,0.2,0.4,3,3,14,20,18,*,3,3,3,4,4,3084709
0.6,0.6,0.5,0.6,20,18,3,4,4,*,3,4,3,4,4,3086223
0.6,0.6,1,0.6,3,3,4,4,4,*,3,4,3,4,4,3119614
0.2,0.2,0.4,0.2,3,3,4,4,4,*,14,20,18,3,4,3123689
0.2,0.2,0.4,0.2,14,20,18,3,4,*,3,4,3,4,4,3148308
0.6,0.6,0.666667,0.6,3,4,4,4,5,*,3,4,3,4,4,3174008
0,0,0.4,0,4,14,20,18,3,*,3,4,3,4,4,3188265
0.4,0.4,0.75,0.4,3,3,14,4,20,*,3,14,4,4,4,3197502
0.2,0.2,0.4,0.2,14,20,18,3,4,*,3,4,3,4,4,3265011
0.6,0.6,1,0.6,3,3,4,4,4,*,3,4,3,4,4,3289530
0.2,0.2,0.285714,0.2,13,2,3,3,14,*,14,20,18,3,4,3290567
0.4,0.4,0.6,0.4,18,18,18,3,14,*,14,20,18,3,4,3292122
0.2,0.2,0.4,0.2,3,3,14,4,4,*,18,18,3,4,17,3319822
0.4,0.4,0.5,0.4,18,4,3,24,3,*,3,4,3,4,4,3320493
0.4,0.4,0.333333,0.4,4,4,4,4,5,*,3,4,3,4,4,3322058
1,1,1,1,14,20,18,3,4,*,14,20,18,3,4,3372409
0.2,0.2,0.4,0,14,20,4,3,18,*,3,4,3,4,4,3388444
0.6,0.6,0.5,0.6,3,3,18,18,18,*,18,18,18,18,18,3410972
0.2,0.2,0.5,0.2,11,3,14,4,4,*,14,20,18,3,4,3438592
0.2,0.2,0.4,0.2,14,20,18,3,4,*,3,4,3,4,4,3443689
0.2,0.2,0.4,0.2,14,20,18,3,4,*,3,4,3,4,4,3452584
0.4,0.4,0.333333,0.4,4,4,4,4,5,*,3,4,3,4,4,3453014
0.2,0.2,0.4,0.2,3,3,22,20,18,*,18,3,3,3,4,3488197
0,0,0,0,3,20,20,21,20,*,4,5,5,24,4,3531457
0,0.2,0.4,0,4,4,4,4,3,*,14,20,18,3,4,3533366
0.2,0.2,0.166667,0.2,4,17,4,4,4,*,14,20,18,3,4,3538577
0.4,0.4,0.5,0.4,4,17,3,4,5,*,3,4,3,4,4,3608589
0,0,0.4,0,4,17,18,3,22,*,3,4,3,4,4,3620200
0.6,0.6,0.666667,0.6,3,3,4,3,3,*,3,3,4,4,5,3626809
0.4,0.4,0.666667,0.2,3,3,4,20,20,*,3,4,3,4,4,3649878
0.8,0.8,0.666667,0.8,3,4,36,4,4,*,3,4,3,4,4,3651397
0.2,0.2,0.333333,0,2,3,4,5,5,*,18,18,3,4,17,3690553
0.2,0.2,0.333333,0.2,3,3,22,20,4,*,22,4,5,2,4,3715655
0.2,0.2,0.142857,0.2,5,5,6,2,4,*,22,20,2,2,3,3718043
0,0,0,0,4,4,5,5,24,*,36,17,3,22,20,3734326
0.6,0.6,0.8,0.4,4,36,17,3,22,*,4,4,36,17,22,3748812
0.4,0.4,0.2,0.4,3,3,3,22,20,*,18,3,3,3,4,3754714
0.6,0.6,0.5,0.6,18,3,3,18,19,*,18,3,3,3,4,3865040
0,0,0,0,17,18,7,10,10,*,3,4,3,4,4,3886319
0.2,0.2,0.4,0.2,36,17,10,4,3,*,3,4,3,4,4,3888328
0.2,0.2,0.2,0.2,4,4,11,13,36,*,3,4,3,4,4,3917650
0,0,0.142857,0,20,4,5,5,6,*,22,20,2,2,3,3933818
