0.5,0.5,0.666667,0.5,27,8,8,8,*,7,27,8,8,2830183
0.75,0.75,1,0.75,6,7,7,7,*,6,6,7,7,3167203
1,1,1,1,3,4,4,4,*,3,4,4,4,3178568
1,1,1,1,6,4,7,7,*,6,4,7,7,3330161
0.25,0.25,0.166667,0.25,14,24,3,24,*,14,4,5,6,3388781
1,1,1,1,6,4,7,7,*,6,4,7,7,3443689
0,0,0.2,0,3,18,20,7,*,7,7,7,27,3452185
0.5,0.5,0.6,0.25,24,3,27,4,*,24,27,4,20,3453014
1,1,1,1,6,4,7,7,*,6,4,7,7,3456494
0.75,0.75,0.666667,0.75,27,8,8,36,*,27,8,8,8,3611865
1,1,1,1,5,6,6,7,*,5,6,6,7,3851157
0.75,0.75,0.666667,0.75,6,7,37,7,*,6,7,7,7,3905172
0,0,0.2,0,6,22,3,3,*,24,6,4,4,3998742
1,1,1,1,6,6,7,7,*,6,6,7,7,4002474
1,1,1,1,6,6,7,7,*,6,6,7,7,4022302
0.75,0.75,0.5,0.75,28,6,6,7,*,5,6,6,7,4095381
0.5,0.5,0.666667,0.5,6,6,7,7,*,5,6,6,7,4179549
1,1,1,1,7,7,27,8,*,7,7,27,8,4317392
1,1,1,1,7,7,27,8,*,7,7,27,8,4320126
0.5,0.5,0.666667,0.5,27,8,8,8,*,7,27,8,8,4457188
0.5,0.5,0.666667,0.5,7,7,7,27,*,7,7,27,8,4478451
0.5,0.5,1,0.5,7,27,8,8,*,7,7,27,8,4499247
1,1,1,1,7,7,27,8,*,7,7,27,8,4569458
0.5,0.5,1,0.5,7,27,8,8,*,7,7,27,8,4571002
0.75,0.75,0.5,0.75,24,24,24,24,*,24,24,24,3,4599434
0,0,0.666667,0,24,24,5,5,*,5,5,6,24,4601407
1,1,1,1,7,7,27,8,*,7,7,27,8,4612442
0.5,0.5,0.5,0.5,24,24,5,5,*,24,24,24,24,4617358
1,1,1,1,7,7,27,8,*,7,7,27,8,4619896
0.75,0.75,0.75,0.75,6,7,27,8,*,7,7,27,8,4722030
1,1,1,1,7,7,27,8,*,7,7,27,8,4733021
1,1,1,1,28,6,6,7,*,28,6,6,7,4747525
0,0,0,0,6,6,4,7,*,24,24,24,24,4804777
1,1,1,1,24,24,24,5,*,24,24,24,5,4819576
0.75,0.75,0.666667,0.75,7,7,6,27,*,7,7,7,27,4963153
0,0,0.25,0,36,36,6,7,*,7,7,7,27,4978339
1,1,1,1,7,7,7,27,*,7,7,7,27,5020239
0.75,0.75,1,0.75,6,6,7,7,*,6,7,7,7,5069099
0.5,0.5,0.666667,0.5,6,7,7,7,*,6,7,20,20,5073249
0.75,0.75,0.5,0.75,6,6,6,6,*,24,6,6,6,5107387
0.5,0.5,0.666667,0.5,6,7,7,7,*,6,7,20,20,5177352
0.5,0.5,0.5,0.5,7,7,3,27,*,7,7,27,8,5219461
0.25,0.25,0.25,0.25,7,7,7,27,*,6,7,20,20,5262289
0.5,0.5,0.666667,0.5,7,7,27,8,*,7,7,7,27,5300846
1,1,1,1,7,7,7,27,*,7,7,7,27,5301739
1,1,1,1,7,7,7,27,*,7,7,7,27,5313975
1,1,1,1,7,7,7,27,*,7,7,7,27,5320594
0.5,0.5,0.333333,0.5,24,16,26,24,*,24,24,24,24,5367672
1,1,1,1,7,7,7,27,*,7,7,7,27,5771438
1,1,1,1,7,7,7,27,*,7,7,7,27,5805909
0.5,0.5,0.666667,0.5,7,7,27,8,*,7,7,7,27,5841335
1,1,1,1,7,27,8,8,*,7,27,8,8,5846992
1,1,1,1,7,7,7,27,*,7,7,7,27,5902127
1,1,1,1,7,7,7,27,*,7,7,7,27,5952610
1,1,1,1,7,7,7,27,*,7,7,7,27,5956048
1,1,1,1,7,7,7,27,*,7,7,7,27,5959967
0.5,0.5,0.666667,0.5,7,7,27,8,*,7,7,7,27,5961714
0.5,0.5,0.666667,0.5,7,7,27,8,*,7,7,7,27,5978097
0.75,0.75,0.5,0.75,24,24,24,25,*,24,24,24,24,6009653
0.5,0.5,0.666667,0.5,8,8,9,31,*,8,8,8,9,6171838
1,1,1,1,8,8,8,9,*,8,8,8,9,6208711
0.5,0.5,0.333333,0.5,24,24,24,25,*,24,24,11,11,6224787
0.5,0.5,0.666667,0.5,27,27,28,8,*,27,8,8,8,6234315
0.25,0.25,0.333333,0.25,25,6,24,6,*,24,24,24,24,6296900
0.5,0.5,1,0.5,7,7,27,8,*,7,27,8,8,6486839
0.25,0.25,0.25,0.25,20,20,20,20,*,21,22,20,24,6544807
1,1,1,1,7,27,8,8,*,7,27,8,8,6824316
0.25,0.25,0.2,0.25,25,26,26,27,*,25,6,24,6,6988222
1,1,1,1,7,27,8,8,*,7,27,8,8,7030598
0.25,0.25,0.25,0.25,31,31,32,32,*,31,35,11,11,7097330
1,1,1,1,31,35,11,11,*,31,35,11,11,7290381
1,1,1,1,9,31,35,11,*,9,31,35,11,7436427
1,1,1,1,35,11,11,12,*,35,11,11,12,7440933
1,1,1,1,31,35,11,11,*,31,35,11,11,7603415
0.75,0.75,0.666667,0.75,11,11,12,12,*,11,11,12,13,7716906
0.25,0.25,0.25,0.25,31,31,32,32,*,31,35,11,11,7734076
1,1,1,1,31,35,11,11,*,31,35,11,11,7857775
1,1,1,1,11,11,12,13,*,11,11,12,13,8051084
1,1,1,1,31,35,11,11,*,31,35,11,11,8146758
1,1,1,1,31,35,11,11,*,31,35,11,11,8320951
0.25,0.25,0.4,0.25,13,11,13,8,*,11,2,12,8,8411995
1,1,1,1,31,35,11,11,*,31,35,11,11,8420841
1,1,1,1,35,11,11,12,*,35,11,11,12,8488127
1,1,1,1,31,35,11,11,*,31,35,11,11,8584650
1,1,1,1,31,35,11,11,*,31,35,11,11,8662954
1,1,1,1,31,35,11,11,*,31,35,11,11,8758363
1,1,1,1,9,31,35,11,*,9,31,35,11,8783154
