1,1,1,1,4,*,4,2830183
1,1,1,1,4,*,4,2854000
1,1,1,1,4,*,4,2857143
0,0,0,0,5,*,4,2868276
0,0,0,0,4,*,3,2904023
0,0,0,0,2,*,14,2931527
0,0,0,0,19,*,14,2941603
0,0,0,0,24,*,3,2955625
1,1,1,1,3,*,3,2976919
1,1,1,1,3,*,3,2992191
1,1,1,1,18,*,18,3026543
1,1,1,1,3,*,3,3074788
0,0,0,0,18,*,3,3087612
1,1,1,1,3,*,3,3100699
1,1,1,1,3,*,3,3124011
1,1,1,1,3,*,3,3132548
0,0,0,0,14,*,3,3148308
1,1,1,1,2,*,2,3149735
1,1,1,1,3,*,3,3166820
0,0,0,0,20,*,4,3167203
1,1,1,1,3,*,3,3207862
1,1,1,1,3,*,3,3218827
0,0,0,0,14,*,4,3248466
1,1,1,1,3,*,3,3262171
1,1,1,1,3,*,3,3264192
1,1,1,1,3,*,3,3286102
1,1,1,1,4,*,4,3307452
0,0,0,0,19,*,3,3309306
0,0,0,0,18,*,3,3320493
1,1,1,1,18,*,18,3327777
0,0,0,0,14,*,3,3334996
1,1,1,1,3,*,3,3371671
0,0,0,0,18,*,3,3399381
0,0,0,0,14,*,3,3401947
1,1,1,1,17,*,17,3429163
0,0,0,0,20,*,4,3429856
0,0,0,0,14,*,3,3451503
0,0,0,0,18,*,3,3479896
0,0,0,0,14,*,4,3493361
1,1,1,1,18,*,18,3508962
1,1,1,1,4,*,4,3537750
1,1,1,1,4,*,4,3542272
0,0,0,0,18,*,3,3596349
0,0,0,0,18,*,3,3597184
0,0,0,0,18,*,3,3601105
1,1,1,1,3,*,3,3604677
0,0,0,0,18,*,3,3606967
0,0,0,0,17,*,4,3628077
0,0,0,0,5,*,4,3642802
0,0,0,0,36,*,3,3644413
0,0,0,0,3,*,4,3648178
0,0,0,0,4,*,3,3649001
1,1,1,1,3,*,3,3684042
0,0,0,0,2,*,18,3690553
1,1,1,1,3,*,3,3692431
1,1,1,1,3,*,3,3709450
0,0,0,0,5,*,3,3718043
0,0,0,0,2,*,22,3721542
1,1,1,1,3,*,3,3732904
0,0,0,0,2,*,4,3736900
1,1,1,1,3,*,3,3744251
1,1,1,1,4,*,4,3748812
0,0,0,0,22,*,3,3754056
1,1,1,1,3,*,3,3790242
1,1,1,1,4,*,4,3834561
0,0,0,0,36,*,3,3852444
0,0,0,0,17,*,4,3866152
0,0,0,0,4,*,3,3906593
0,0,0,0,3,*,18,3912651
0,0,0,0,4,*,3,3930617
0,0,0,0,20,*,4,3933818
1,1,1,1,3,*,3,3956795
0,0,0,0,4,*,3,4018622
0,0,0,0,4,*,3,4060600
0,0,0,0,17,*,4,4089231
1,1,1,1,4,*,4,4155126
0,0,0,0,4,*,3,4181492
0,0,0,0,4,*,3,4182708
1,1,1,1,3,*,3,4292909
0,0,0,0,4,*,3,4295300
0,0,0,0,4,*,3,4308848
0,0,0,0,18,*,3,4337049
0,0,0,0,4,*,3,4375473
0,0,0,0,4,*,3,4457188
0,0,0,0,4,*,3,4493747
1,1,1,1,3,*,3,4517870
0,0,0,0,4,*,3,4566243
0,0,0,0,18,*,3,4567840
0,0,0,0,4,*,3,4589612
0,0,0,0,18,*,3,4599434
0,0,0,0,4,*,3,4599544
1,1,1,1,3,*,3,4619896
0,0,0,0,4,*,3,4621666
0,0,0,0,4,*,3,4693493
0,0,0,0,4,*,3,4695582
0,0,0,0,4,*,3,4722030
0,0,0,0,18,*,3,4734496
1,1,1,1,3,*,3,4774824
1,1,1,1,3,*,3,4784091
0,0,0,0,18,*,3,4804777
0,0,0,0,2,*,3,4811268
1,1,1,1,3,*,3,4818343
1,1,1,1,3,*,3,4824215
1,1,1,1,3,*,3,4919677
1,1,1,1,3,*,3,4927964
1,1,1,1,3,*,3,4934754
0,0,0,0,2,*,3,4945924
0,0,0,0,2,*,3,4961278
1,1,1,1,3,*,3,5019310
1,1,1,1,3,*,3,5105222
1,1,1,1,3,*,3,5107387
1,1,1,1,3,*,3,5121833
0,0,0,0,17,*,3,5133260
1,1,1,1,3,*,3,5143670
0,0,0,0,4,*,3,5148204
1,1,1,1,3,*,3,5211612
1,1,1,1,3,*,3,5258482
0,0,0,0,2,*,3,5262289
1,1,1,1,3,*,3,5301739
1,1,1,1,3,*,3,5318961
1,1,1,1,3,*,3,5327966
1,1,1,1,3,*,3,5342369
1,1,1,1,3,*,3,5359608
1,1,1,1,3,*,3,5367672
1,1,1,1,3,*,3,5805078
1,1,1,1,3,*,3,5846992
1,1,1,1,3,*,3,5878428
1,1,1,1,3,*,3,5952610
1,1,1,1,3,*,3,5984121
1,1,1,1,3,*,3,6009005
0,0,0,0,4,*,3,6105523
0,0,0,0,4,*,3,6196796
0,0,0,0,4,*,3,6208711
0,0,0,0,4,*,3,6260081
0,0,0,0,4,*,3,6275723
0,0,0,0,4,*,3,6371605
0,0,0,0,4,*,3,6444905
0,0,0,0,4,*,3,6504010
0,0,0,0,2,*,3,6526551
0,0,0,0,4,*,3,6618380
0,0,0,0,4,*,3,6934897
0,0,0,0,4,*,3,7026486
1,1,1,1,3,*,3,7034840
0,0,0,0,4,*,3,7077803
1,1,1,1,3,*,3,7079364
0,0,0,0,4,*,3,7157410
0,0,0,0,4,*,3,7166516
0,0,0,0,4,*,3,7205355
0,0,0,0,6,*,2,7261122
0,0,0,0,4,*,3,7282516
1,1,1,1,2,*,2,7395275
1,1,1,1,2,*,2,7410675
0,0,0,0,18,*,2,7442589
1,1,1,1,2,*,2,7483404
1,1,1,1,2,*,2,7485410
0,0,0,0,4,*,2,7487928
0,0,0,0,3,*,2,7499259
1,1,1,1,2,*,2,7519487
1,1,1,1,2,*,2,7752014
0,0,0,0,4,*,2,7796069
0,0,0,0,4,*,2,7835964
1,1,1,1,2,*,2,7951969
1,1,1,1,2,*,2,8030280
0,0,0,0,4,*,2,8050401
0,0,0,0,4,*,2,8171660
1,1,1,1,4,*,4,8198371
0,0,0,0,3,*,2,8273820
1,1,1,1,2,*,2,8385239
1,1,1,1,2,*,2,8488127
0,0,0,0,36,*,2,8501336
0,0,0,0,4,*,2,8516687
1,1,1,1,2,*,2,8662954
0,0,0,0,3,*,2,8910297
0,0,0,0,4,*,2,9014443
1,1,1,1,4,*,4,9047060
0,0,0,0,3,*,2,9080437
