0.1,0.1,0.125,0.1,4,20,20,20,20,21,21,21,22,19,*,4,4,4,5,5,6,6,7,7,7,2794023
0.4,0.4,0.714286,0.4,20,4,4,3,4,18,4,5,5,6,*,4,4,4,4,3,18,20,14,5,5,2797217
0.4,0.4,0.6,0.2,4,24,4,4,4,5,5,6,24,24,*,4,4,4,5,5,6,6,7,7,7,2802160
0.8,0.8,1,0.6,5,4,4,4,5,5,6,6,7,7,*,4,4,4,5,5,6,6,7,7,7,2831567
0.2,0.2,0.125,0.2,22,4,4,3,20,20,20,21,21,21,*,4,4,4,5,5,6,6,7,7,7,2832460
0.6,0.6,0.6,0.6,4,4,4,5,5,6,24,24,24,24,*,4,4,4,5,5,6,6,7,7,7,2854000
0.7,0.7,0.5,0.7,4,4,4,5,5,6,6,19,19,18,*,4,4,4,5,5,6,6,7,7,7,2866083
0.1,0.1,0.25,0.1,19,19,4,4,3,18,20,4,19,5,*,4,4,4,5,5,6,6,7,7,7,2941603
0.4,0.4,1,0.4,24,4,4,3,4,5,5,6,24,24,*,3,4,3,4,4,5,24,6,6,6,2955625
0.5,0.5,0.666667,0.5,3,20,3,4,4,4,4,5,5,6,*,3,4,3,4,4,5,24,6,6,6,2958289
0.4,0.4,0.5,0.4,24,3,4,4,4,4,5,5,6,24,*,14,20,18,3,4,4,4,5,6,6,3006903
0.3,0.3,0.5,0.1,3,4,4,4,4,5,5,6,24,24,*,14,20,18,3,4,4,4,5,6,6,3027880
0.6,0.6,0.666667,0.5,3,4,4,4,5,5,6,6,4,7,*,3,4,3,4,4,5,24,6,6,6,3030743
0.3,0.3,0.625,0.1,3,14,4,4,4,5,6,24,24,24,*,14,20,18,3,4,4,4,5,6,6,3074788
0.1,0.1,0.25,0.1,18,3,3,14,3,18,20,4,4,4,*,3,4,3,4,4,5,24,6,6,6,3087612
0,0,0.428571,0,18,18,18,24,3,3,3,14,4,4,*,3,4,3,4,4,5,24,6,6,6,3097714
0.4,0.4,0.428571,0.4,3,3,4,4,4,5,20,20,20,21,*,3,4,3,4,4,5,24,6,6,6,3119614
0.3,0.3,0.5,0.2,14,20,18,3,4,4,4,4,5,6,*,3,4,3,4,4,5,24,6,6,6,3143683
0,0,0.375,0,3,3,20,20,20,21,21,3,4,4,*,14,20,18,3,4,4,4,5,6,6,3179947
0.5,0.5,0.428571,0.5,18,18,18,3,4,4,4,3,18,4,*,14,20,18,3,4,4,4,4,5,6,3225456
0.2,0.2,0.375,0.2,3,20,20,20,21,21,4,4,4,4,*,14,20,18,3,4,4,4,5,6,6,3237542
0.2,0.2,0.666667,0.1,3,3,14,4,4,4,4,3,18,20,*,3,17,18,18,18,3,14,4,4,4,3286102
0.2,0.2,0.857143,0.2,3,14,4,4,4,4,3,18,20,5,*,14,20,18,3,4,4,4,5,6,6,3301142
0.4,0.4,0.833333,0.2,24,4,4,3,20,4,4,5,6,24,*,3,4,3,4,4,5,24,6,6,6,3306586
0.1,0.1,0.1,0.1,19,3,3,14,20,18,19,19,20,15,*,3,4,3,4,4,5,24,6,6,6,3309306
0.2,0.2,0.428571,0.2,3,3,14,4,4,4,4,5,6,6,*,18,18,3,4,17,5,4,4,3,5,3319822
