0.714286,0.714286,0.333333,0.714286,6,6,7,7,7,3,18,*,6,6,7,7,7,27,8,2857143
1,1,1,1,4,4,4,5,6,6,6,*,4,4,4,5,6,6,6,3143683
0.714286,0.714286,1,0.571429,4,4,4,5,6,6,6,*,4,4,5,6,6,6,4,3298841
0,0,0.25,0,4,3,18,20,5,6,6,*,5,6,24,24,24,24,27,3301142
0.714286,0.714286,0.6,0.714286,5,6,6,6,7,7,7,*,5,6,6,6,7,3,18,3407887
0.714286,0.714286,1,0.571429,4,4,5,6,6,6,4,*,4,4,4,5,6,6,6,3456494
0.571429,0.571429,0.285714,0.571429,22,4,4,4,17,18,22,*,21,4,4,4,3,18,14,3457575
0.285714,0.285714,0.125,0.285714,4,4,3,18,20,14,4,*,4,4,4,5,28,24,24,3479896
0,0,0.142857,0,4,5,5,24,24,24,18,*,5,8,6,6,6,7,7,3494154
0.142857,0.142857,0.333333,0.142857,5,6,6,7,37,36,7,*,5,24,24,24,24,24,6,3566460
0.285714,0.285714,0.25,0.285714,5,5,6,6,7,7,7,*,5,5,24,24,24,24,24,3606917
0.714286,0.714286,1,0.714286,3,4,3,3,22,20,4,*,3,3,3,4,22,20,4,3622039
0.714286,0.714286,0.6,0.571429,4,4,3,5,5,6,6,*,4,4,5,5,6,6,7,3628077
0.571429,0.571429,0.666667,0.428571,22,20,4,4,5,5,6,*,22,4,4,5,28,6,6,3930617
1,1,1,1,20,4,4,5,5,6,6,*,20,4,4,5,5,6,6,4022302
0.571429,0.571429,0.5,0.571429,5,24,4,24,24,24,25,*,5,5,24,24,24,24,24,4049993
0.714286,0.714286,0.6,0.428571,4,4,5,5,6,6,7,*,4,3,4,5,5,6,6,4053702
1,1,1,1,6,6,7,7,7,27,8,*,6,6,7,7,7,27,8,4060600
0.285714,0.285714,0.285714,0.285714,6,6,36,17,3,3,7,*,6,6,7,7,7,27,8,4062624
0,0,0,0,24,24,24,24,24,20,20,*,6,6,7,7,7,27,8,4181492
0,0,0.125,0,3,17,22,3,36,4,4,*,4,4,4,5,28,24,24,4184598
0.714286,0.714286,0.6,0.714286,5,28,6,6,7,7,7,*,5,24,6,6,6,7,7,4242727
0.714286,0.714286,0.6,0.714286,5,28,6,6,7,7,7,*,5,24,6,6,6,7,7,4257337
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4295300
0.571429,0.571429,0.4,0.571429,28,6,6,7,7,7,27,*,24,6,6,6,7,7,7,4300694
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4321601
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4322716
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4336128
0.714286,0.714286,0.4,0.714286,5,28,6,6,7,7,7,*,24,6,6,6,7,7,7,4343199
0.714286,0.714286,0.75,0.571429,6,6,7,7,7,27,8,*,6,6,6,7,7,7,27,4457188
0.714286,0.714286,0.4,0.714286,5,28,6,6,7,7,7,*,24,6,6,6,7,7,7,4482675
0.714286,0.714286,0.6,0.714286,5,28,6,6,7,7,7,*,5,24,6,6,6,7,7,4495310
0.285714,0.285714,0.4,0.285714,5,28,24,24,24,24,24,*,5,28,6,6,7,7,7,4557918
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4569458
1,1,1,1,28,6,6,7,7,7,27,*,28,6,6,7,7,7,27,4583906
0.142857,0.142857,0.25,0.142857,3,10,29,28,28,11,4,*,4,4,4,5,28,24,24,4598588
0.428571,0.428571,0.5,0.428571,4,4,5,5,4,5,5,*,4,4,4,5,28,24,24,4607510
1,1,1,1,5,28,6,6,7,7,7,*,5,28,6,6,7,7,7,4648847
0.714286,0.714286,1,0.714286,28,6,6,7,7,27,7,*,28,6,6,7,7,7,27,4651550
0,0,0.2,0,28,24,24,24,24,24,5,*,24,6,6,6,7,7,7,4681467
0.428571,0.428571,0.5,0.142857,3,3,4,4,5,28,6,*,4,4,4,5,28,24,24,4747525
0,0,0,0,4,28,6,6,7,7,7,*,20,20,20,20,21,22,21,4762141
1,1,1,1,4,5,28,6,6,7,7,*,4,5,28,6,6,7,7,4774824
1,1,1,1,4,5,28,6,6,7,7,*,4,5,28,6,6,7,7,4784091
0.857143,0.857143,0.666667,0.857143,3,5,28,6,6,7,7,*,3,5,24,6,6,7,7,4829983
