0.125,0.125,0.333333,0.125,3,3,4,4,3,4,20,20,*,2,16,17,3,3,3,4,3,2794023
0.5,0.5,0.666667,0.25,16,17,3,3,18,4,4,4,*,2,16,17,3,3,3,4,3,2825088
0.125,0.125,0.285714,0.125,3,3,4,4,20,22,4,4,*,2,16,17,3,3,3,4,3,2832460
0.25,0.25,0.333333,0.25,3,3,4,4,3,4,4,18,*,2,16,17,3,3,3,4,3,2840219
0.125,0.125,0.333333,0.125,3,3,4,4,5,4,4,4,*,2,16,17,3,3,3,4,3,2847603
0.75,0.75,0.75,0.75,2,3,3,4,4,4,4,4,*,2,3,3,20,4,4,4,3,2854000
0.375,0.375,0.428571,0.375,2,5,5,4,3,3,3,24,*,2,16,17,3,3,3,4,3,2887943
0.25,0.25,0.428571,0.25,4,6,3,2,3,3,20,4,*,2,16,17,3,3,3,4,3,2890437
0.5,0.5,0.5,0.5,2,3,5,5,3,3,4,4,*,2,16,17,3,3,3,4,3,2902319
0.5,0.5,0.428571,0.5,2,3,5,3,3,4,4,24,*,2,16,17,3,3,3,4,3,2902671
0.25,0.25,0.285714,0.25,2,3,18,18,18,3,3,20,*,2,16,17,3,3,3,4,3,2929114
0.5,0.5,0.428571,0.5,2,4,5,3,3,3,20,4,*,2,16,17,3,3,3,4,3,2937457
0.125,0.125,0.25,0.125,5,3,22,20,2,2,3,3,*,2,16,17,3,3,3,4,3,2938665
0.25,0.25,0.333333,0.25,2,3,22,11,4,3,5,13,*,2,16,17,3,3,3,4,3,2959723
0.375,0.375,0.25,0.375,2,3,5,2,3,3,18,20,*,2,16,17,3,3,3,4,3,2961386
0.25,0.25,0.285714,0.25,19,19,19,3,2,3,3,20,*,2,16,17,3,3,3,4,3,2970345
0.5,0.5,0.6,0.25,2,3,3,3,4,4,3,4,*,2,16,17,3,3,3,4,3,2984277
0.125,0.125,0.25,0.125,22,5,3,20,2,3,3,20,*,2,16,17,3,3,3,4,3,2985791
0.25,0.25,0.285714,0.25,2,3,19,19,3,19,3,20,*,2,16,17,3,3,3,4,3,3006624
0.125,0.125,0.333333,0.125,2,2,3,18,18,18,18,18,*,2,16,17,3,3,3,4,3,3026543
0.125,0.125,0.375,0.125,13,4,3,11,2,3,3,14,*,2,16,17,3,3,3,4,3,3084709
0.375,0.375,0.5,0.375,2,3,17,18,18,18,3,3,*,2,16,17,3,3,3,4,3,3087612
0.375,0.375,0.428571,0.375,2,3,3,20,22,3,4,4,*,2,16,17,3,3,3,4,3,3107031
0.75,0.75,0.5,0.75,2,2,24,2,3,3,4,4,*,2,2,16,17,3,3,4,4,3116141
0.25,0.25,0.285714,0.25,2,19,19,15,19,2,3,3,*,2,16,17,3,3,3,4,3,3149735
0.375,0.375,0.428571,0.25,2,3,4,22,3,20,3,4,*,2,16,17,3,3,3,4,3,3169120
0.125,0.125,0.375,0.125,3,15,4,11,2,3,3,14,*,2,16,17,3,3,3,4,3,3197502
0.25,0.25,0.285714,0.25,2,3,3,3,19,19,18,19,*,2,16,17,3,3,3,4,3,3232189
0.375,0.375,0.5,0.375,4,8,2,2,3,3,4,4,*,2,16,17,3,3,3,4,3,3234466
0.25,0.25,0.428571,0.25,4,3,5,24,2,3,3,3,*,2,16,17,3,3,3,4,3,3264192
0.25,0.25,0.375,0.25,3,4,2,3,3,14,20,18,*,2,16,17,3,3,3,4,3,3265011
0.125,0.125,0.375,0.125,4,11,13,2,2,3,3,14,*,2,16,17,3,3,3,4,3,3286102
0.25,0.25,0.375,0.25,4,3,2,3,3,14,20,18,*,2,16,17,3,3,3,4,3,3399416
0,0,0,0,2,2,2,36,17,3,3,18,*,19,19,19,19,20,16,16,16,3410972
0.25,0.25,0.375,0.25,2,3,3,4,3,14,20,18,*,2,16,17,3,3,3,4,3,3423564
0.375,0.375,0.5,0.375,2,2,3,4,24,3,4,4,*,2,16,17,3,3,3,4,3,3438908
0.25,0.25,0.4,0.25,2,2,2,3,17,18,18,18,*,2,3,2,2,20,3,20,20,3439233
0.375,0.375,0.5,0.375,2,3,3,24,3,4,4,4,*,2,16,17,3,3,3,4,3,3453014
0.125,0.125,0.375,0.125,4,3,11,13,2,3,3,14,*,2,16,17,3,3,3,4,3,3458528
0.375,0.375,0.428571,0.375,2,2,2,3,3,14,4,4,*,10,2,2,3,4,5,6,3,3465207
0.5,0.5,0.5,0.25,2,2,3,3,4,4,3,18,*,2,16,17,3,3,3,4,3,3487733
0.5,0.5,0.5,0.5,2,2,3,3,3,22,4,4,*,2,16,17,3,3,3,4,3,3508609
0.375,0.375,0.6,0.375,2,2,3,3,4,4,4,4,*,2,16,17,3,3,3,4,3,3533366
0.125,0.125,0.428571,0.125,36,17,18,2,3,18,18,18,*,2,16,17,3,3,3,4,3,3582804
0.25,0.25,0.5,0.25,18,2,2,2,3,18,18,18,*,2,3,2,2,20,3,20,20,3606967
1,1,1,1,2,2,2,2,3,3,3,4,*,2,2,2,2,3,3,3,4,3626809
0.5,0.5,0.8,0.375,2,3,3,3,17,3,3,4,*,2,16,17,3,3,3,4,3,3645961
0.25,0.25,0.8,0.25,36,17,2,3,3,2,2,3,*,18,2,2,2,3,3,36,17,3721542
0.125,0.125,0.222222,0.125,2,2,3,2,2,5,5,24,*,24,7,21,22,2,36,17,2,3725165
0.125,0.125,0.666667,0.125,2,3,2,3,2,4,36,17,*,2,2,16,17,3,3,3,4,3748812
0.25,0.25,0.428571,0.25,36,17,18,2,2,3,3,3,*,2,16,17,3,3,3,4,3,3753442
0.625,0.625,0.5,0.625,2,2,2,2,3,18,18,18,*,2,2,2,2,3,3,3,4,3759564
0.25,0.25,0.222222,0.25,21,2,36,17,18,2,3,3,*,20,5,8,2,2,2,2,3,3768744
0.5,0.5,0.6,0.5,17,2,2,2,3,3,3,3,*,2,2,16,17,3,3,3,4,3837125
0.5,0.5,0.5,0.5,2,2,3,3,3,36,17,3,*,2,16,17,3,3,3,4,3,3837737
0.25,0.25,0.571429,0.25,2,3,3,3,36,17,18,4,*,2,16,17,3,3,3,4,3,3866152
0.375,0.375,0.428571,0.375,2,2,3,3,3,36,17,10,*,2,16,17,3,3,3,4,3,3888328
0.5,0.5,0.666667,0.375,2,2,3,3,3,4,36,17,*,2,16,17,3,3,3,4,3,3930617
0.5,0.5,0.5,0.5,2,2,3,36,3,3,4,4,*,2,16,17,3,3,3,4,3,3959188
0.5,0.5,0.428571,0.375,2,2,3,3,3,4,21,22,*,2,16,17,3,3,3,4,3,3999520
0.5,0.5,0.6,0.5,2,2,3,3,3,4,4,4,*,2,16,17,3,3,3,4,3,4060600
0.5,0.5,0.5,0.5,2,3,3,3,3,3,17,36,*,2,16,17,3,3,3,4,3,4074896
0.5,0.5,0.6,0.5,2,2,3,3,3,4,4,4,*,2,16,17,3,3,3,4,3,4121217
0.5,0.5,0.5,0.375,2,2,3,3,3,4,20,20,*,2,16,17,3,3,3,4,3,4131861
0.25,0.25,0.333333,0.25,2,2,3,18,18,18,3,3,*,2,16,17,3,3,3,4,3,4184598
0.75,0.75,1,0.75,2,16,17,3,3,4,4,4,*,2,16,17,3,3,3,4,3,4235729
1,1,1,1,2,16,17,3,3,3,4,3,*,2,16,17,3,3,3,4,3,4292909
0.75,0.75,1,0.5,2,16,3,17,3,3,3,4,*,2,16,17,3,3,3,4,3,4302151
0.75,0.75,1,0.625,2,16,17,3,3,4,3,4,*,2,16,17,3,3,3,4,3,4308848
0.25,0.25,0.666667,0.125,16,17,18,18,18,18,2,3,*,2,16,17,3,3,3,4,3,4315761
0.75,0.75,1,0.75,2,16,17,3,3,4,3,3,*,2,16,17,3,3,3,4,3,4320126
0.75,0.75,1,0.75,2,16,17,3,3,4,3,3,*,2,16,17,3,3,3,4,3,4322716
1,1,1,1,2,16,17,3,3,3,4,3,*,2,16,17,3,3,3,4,3,4336913
0.75,0.75,1,0.75,2,16,17,3,3,4,4,4,*,2,16,17,3,3,3,4,3,4457188
0.625,0.625,0.571429,0.625,2,16,17,3,3,21,20,20,*,2,16,17,3,3,3,4,3,4472713
0.875,0.875,1,0.875,2,16,17,3,3,3,4,4,*,2,16,17,3,3,3,4,3,4474902
1,1,1,1,2,16,17,3,3,3,4,3,*,2,16,17,3,3,3,4,3,4517870
0.875,0.875,1,0.875,2,16,17,3,3,3,4,4,*,2,16,17,3,3,3,4,3,4518489
0.125,0.125,0.25,0.125,2,2,16,12,13,14,16,2,*,2,16,17,3,3,3,4,3,4533551
0.875,0.875,0.833333,0.875,2,16,17,3,3,3,4,18,*,2,16,17,3,3,3,4,3,4567702
0.5,0.5,0.666667,0.5,2,16,17,18,18,18,3,3,*,2,16,17,3,3,3,4,3,4598588
0.75,0.75,1,0.75,2,16,17,3,3,4,4,4,*,2,16,17,3,3,3,4,3,4601407
0.75,0.75,1,0.625,2,16,17,3,3,4,3,4,*,2,16,17,3,3,3,4,3,4692256
0.75,0.75,1,0.625,2,16,17,3,3,4,3,4,*,2,16,17,3,3,3,4,3,4695582
0.75,0.75,1,0.75,2,16,17,3,3,4,3,3,*,2,16,17,3,3,3,4,3,4733021
0.5,0.5,0.666667,0.5,2,16,17,18,18,18,18,3,*,2,16,17,3,3,3,4,3,4747525
0.75,0.75,1,0.625,2,2,16,17,3,3,4,3,*,2,16,17,3,3,3,4,3,4774824
0.75,0.75,1,0.625,2,2,16,17,3,3,4,3,*,2,16,17,3,3,3,4,3,4784091
0.25,0.25,0.666667,0.25,2,2,16,3,17,18,18,18,*,2,16,17,3,3,3,4,3,4804777
0.625,0.625,1,0.5,2,2,16,17,3,3,4,4,*,2,16,17,3,3,3,4,3,4809047
0.5,0.5,0.833333,0.5,2,16,17,3,4,2,3,5,*,2,16,17,3,3,3,4,3,4811268
0.875,0.875,1,0.875,2,16,17,3,3,3,4,2,*,2,16,17,3,3,3,4,3,4811353
0.75,0.75,1,0.625,2,2,16,17,3,3,4,3,*,2,16,17,3,3,3,4,3,4819576
0.625,0.625,1,0.5,2,2,16,17,3,3,4,4,*,2,16,17,3,3,3,4,3,4827106
