1,1,1,1,7,27,8,8,8,3,*,7,27,8,8,8,3,2831567
0.666667,0.666667,1,0.666667,7,7,7,27,8,8,*,7,7,27,8,8,8,2838476
0.166667,0.166667,0.25,0.166667,24,5,11,13,4,3,*,4,24,24,27,4,20,3022008
0.666667,0.666667,0.5,0.666667,6,7,7,7,7,27,*,6,4,7,7,7,7,3086223
0.333333,0.333333,0.428571,0.166667,24,27,4,22,20,3,*,24,24,27,4,4,18,3087387
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3148308
0.666667,0.666667,0.666667,0.666667,6,7,7,7,7,27,*,6,6,7,7,7,7,3167203
0.5,0.5,0.6,0.5,24,27,4,4,4,5,*,24,24,27,4,4,18,3238727
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3330161
1,1,1,1,6,6,7,7,7,7,*,6,6,7,7,7,7,3372409
1,1,1,1,6,6,7,7,7,7,*,6,6,7,7,7,7,3388444
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3415876
1,1,1,1,6,6,7,7,7,7,*,6,6,7,7,7,7,3423564
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3452584
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3459618
1,1,1,1,6,4,7,7,7,7,*,6,4,7,7,7,7,3493361
1,1,1,1,6,6,7,7,7,7,*,6,6,7,7,7,7,3533366
0.166667,0.166667,0.285714,0.166667,24,6,4,4,5,28,*,24,10,24,24,25,6,3588647
1,1,1,1,7,7,27,8,8,8,*,7,7,27,8,8,8,3606917
0.666667,0.666667,1,0.666667,6,6,7,7,37,7,*,6,6,7,37,7,7,3628077
1,1,1,1,6,7,7,7,27,8,*,6,7,7,7,27,8,3644413
0.166667,0.166667,0.333333,0.166667,7,20,20,20,21,20,*,4,22,20,37,7,7,3704488
0.666667,0.666667,0.8,0.333333,7,7,22,20,37,7,*,7,7,4,22,20,37,3853149
1,1,1,1,6,6,7,7,7,27,*,6,6,7,7,7,27,3995764
1,1,1,1,6,6,7,7,7,27,*,6,6,7,7,7,27,4002474
1,1,1,1,6,6,7,7,7,27,*,6,6,7,7,7,27,4022302
0.666667,0.666667,0.5,0.5,6,6,7,7,7,27,*,5,6,6,7,7,7,4179549
0,0,0,0,20,20,20,20,21,21,*,6,22,3,3,17,36,4181492
1,1,1,1,6,6,7,7,7,27,*,6,6,7,7,7,27,4187307
1,1,1,1,7,7,27,8,8,8,*,7,7,27,8,8,8,4239070
1,1,1,1,7,7,27,8,8,8,*,7,7,27,8,8,8,4295300
0.666667,0.666667,0.75,0.5,7,27,8,8,8,9,*,7,7,27,8,8,8,4308848
0.666667,0.666667,0.6,0.333333,27,8,8,8,9,31,*,7,27,8,8,8,9,4312693
