0.75,0.75,0.8,0.5,6,6,7,7,7,27,8,8,*,5,6,6,7,7,7,27,8,2830183
0.25,0.25,0.428571,0,5,5,6,6,7,7,7,27,*,18,20,14,5,5,6,6,7,2839858
0.5,0.5,0.25,0.375,6,6,7,7,7,3,18,20,*,5,6,6,7,7,7,27,8,2857143
0.375,0.375,0.428571,0.125,4,5,5,6,6,7,7,7,*,18,20,14,5,5,6,6,7,2904023
0,0,0.2,0,3,4,4,4,5,6,19,19,*,4,3,18,17,36,22,20,4,2917783
0,0,0.25,0,4,3,4,5,5,6,24,24,*,5,28,6,6,7,7,7,27,3019065
0.25,0.25,0.833333,0,20,3,6,4,3,18,4,4,*,24,6,3,20,4,4,3,18,3026543
0.625,0.625,0.8,0.5,3,4,4,4,4,5,6,6,*,3,4,4,4,5,6,24,24,3084709
0.375,0.375,0.428571,0.125,3,5,6,24,24,24,22,20,*,4,4,5,5,6,24,24,24,3100699
0.25,0.25,0.5,0.25,3,4,18,20,14,6,6,6,*,18,20,4,5,5,6,6,7,3142055
0.75,0.75,1,0.625,4,4,4,5,6,6,6,7,*,4,4,5,6,6,6,4,7,3143683
0.5,0.5,1,0.375,5,6,6,6,5,4,7,7,*,4,5,5,6,6,7,7,7,3168727
0,0,0,0,3,4,20,20,20,21,21,22,*,24,6,6,6,7,7,7,27,3174008
0.75,0.75,0.833333,0.625,4,4,3,18,4,5,6,6,*,4,4,3,18,20,4,5,6,3225456
0.5,0.5,1,0.5,21,4,4,4,4,3,18,14,*,21,4,4,14,18,3,4,4,3237542
0,0,0.25,0,18,20,4,5,6,6,6,7,*,6,24,24,24,4,24,27,4,3248466
0.375,0.375,0.25,0.375,3,22,4,4,4,4,5,5,*,18,20,4,4,4,5,6,24,3320493
0.125,0.125,0.375,0.125,4,5,6,24,24,25,26,18,*,5,24,6,6,6,7,7,7,3359665
0,0,0.222222,0,20,18,4,3,5,6,6,6,*,5,6,24,24,19,19,15,19,3371671
0.75,0.75,1,0.625,4,4,4,5,6,6,6,7,*,4,4,5,6,6,6,4,7,3372409
0.75,0.75,0.75,0.75,4,4,5,5,24,24,24,24,*,4,4,4,5,28,24,24,24,3376725
0,0,0,0,24,24,4,24,25,25,25,25,*,28,6,6,7,7,7,27,8,3383684
